raw_state,standard_state,raw_district,standard_district,source,mapping_status,notes
Punjab,Punjab,Amritsar,Amritsar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Kapurthala,Kapurthala,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Jalandhar,Jalandhar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Hoshiarpur,Hoshiarpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Roopnagar / Ropar,Roopnagar / Ropar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Ludhiana,Ludhiana,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Ferozpur,Ferozpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Bhatinda,Bhatinda,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Sangrur,Sangrur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Punjab,Punjab,Patiala,Patiala,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Hissar,Hissar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Gurgaon,Gurgaon,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Jind,Jind,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Mahendragarh / Narnaul,Mahendragarh / Narnaul,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Ambala,Ambala,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Karnal,Karnal,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Haryana,Haryana,Rohtak,Rohtak,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Saharanpur,Saharanpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Meerut,Meerut,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Buland Shahar,Buland Shahar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Aligarh,Aligarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Mathura,Mathura,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Agra,Agra,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Mainpuri,Mainpuri,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Etah,Etah,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Bareilly,Bareilly,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Budaun,Budaun,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Moradabad,Moradabad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Shahjahanpur,Shahjahanpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Pilibhit,Pilibhit,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Rampur,Rampur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Bijnor,Bijnor,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Farrukhabad,Farrukhabad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Etawah,Etawah,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Kanpur,Kanpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Fatehpur,Fatehpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Allahabad,Allahabad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Jhansi,Jhansi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Jalaun,Jalaun,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Hamirpur,Hamirpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Banda,Banda,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Varanasi,Varanasi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Mirzpur,Mirzpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Jaunpur,Jaunpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Ghazipur,Ghazipur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Ballia,Ballia,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Gorakhpur,Gorakhpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Deoria,Deoria,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Basti,Basti,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Azamgarh,Azamgarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Lucknow,Lucknow,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Unnao,Unnao,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Rae-Bareily,Rae-Bareily,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Sitapur,Sitapur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Hardoi,Hardoi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Kheri,Kheri,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Faizabad,Faizabad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Gonda,Gonda,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Bahraich,Bahraich,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Sultanpur,Sultanpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Pratapgarh,Pratapgarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttar Pradesh,Uttar Pradesh,Barabanki,Barabanki,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Nainital,Nainital,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Almorah,Almorah,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Pithorgarh,Pithorgarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Chamoli,Chamoli,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Uttar Kashi,Uttar Kashi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Tehri Garhwal,Tehri Garhwal,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Garhwal,Garhwal,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Uttarakhand,Uttarakhand,Dehradun,Dehradun,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Cachar,Cachar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Darrang,Darrang,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Dibrugarh,Dibrugarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Goalpara,Goalpara,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Kamrup,Kamrup,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Karbi Anglong,Karbi Anglong,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Lakhimpur,Lakhimpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,North Cachar Hil / Dima hasao,North Cachar Hil / Dima Hasao,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Nagaon,Nagaon,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Assam,Assam,Sibsagar,Sibsagar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Bilashpur,Bilashpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Chamba,Chamba,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Kangra,Kangra,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Kinnaur,Kinnaur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Kullu,Kullu,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Lahul & Spiti,Lahul & Spiti,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Solan,Solan,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Mandi,Mandi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Shimla,Shimla,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Himachal Pradesh,Himachal Pradesh,Sirmaur,Sirmaur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Alappuzha,Alappuzha,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Kannur,Kannur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Eranakulam,Eranakulam,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Kottayam,Kottayam,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Kozhikode,Kozhikode,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Malappuram,Malappuram,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Palakkad,Palakkad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Kollam,Kollam,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Thrissur,Thrissur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Balasore,Balasore,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Bolangir,Bolangir,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Cuttack,Cuttack,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Dhenkanal,Dhenkanal,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Ganjam,Ganjam,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Kalahandi,Kalahandi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Keonjhar,Keonjhar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Koraput,Koraput,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Mayurbhanja,Mayurbhanja,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Phulbani ( Kandhamal ),Phulbani ( Kandhamal ),ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Puri,Puri,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Sambalpur,Sambalpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Orissa,Orissa,Sundargarh,Sundargarh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,24 Parganas,24 Parganas,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Nadia,Nadia,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Murshidabad,Murshidabad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Burdwan,Burdwan,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Birbhum,Birbhum,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Bankura,Bankura,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Hooghly,Hooghly,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Howrah,Howrah,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Jalpaiguri,Jalpaiguri,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Darjeeling,Darjeeling,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Malda,Malda,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Cooch Behar,Cooch Behar,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Purulia,Purulia,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,Midnapur,Midnapur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
West Bengal,West Bengal,West Dinajpur,West Dinajpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Champaran,Champaran,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Muzaffarpur,Muzaffarpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Darbhanga,Darbhanga,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Saharsa,Saharsa,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Purnea,Purnea,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Saran,Saran,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Patna,Patna,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Mungair,Mungair,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Bhagalpur,Bhagalpur,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Santhal Paragana / Dumka,Santhal Paragana / Dumka,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Shahabad (now part of Bhojpur district),Shahabad (Now Part Of Bhojpur District),ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Bihar,Bihar,Gaya,Gaya,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Hazaribagh,Hazaribagh,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Dhanbad,Dhanbad,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Palamau,Palamau,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Ranchi,Ranchi,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
Jharkhand,Jharkhand,Singhbhum,Singhbhum,ICRISAT_DLD_1966_2017,STANDARDIZED,Title-case sanitized standard name matching 1966 baseline boundaries
