crop,fold_id,train_start_year,train_end_year,test_year,train_samples,test_samples,model,mae,rmse,r2,mape,smape,best_baseline_model,best_baseline_mae,win_vs_baseline,mae_improvement_pct,mean_residual,std_residual
Sugarcane,3,2011,2015,2016,1500,306,Naive Persistence,1813.4,2528.54,0.4465,24.89,61.4,Historical District Mean,1509.97,False,0.0,-806.36,2396.52
Sugarcane,3,2011,2015,2016,1500,306,Linear District Trend,1693.42,2622.84,0.4044,36.79,55.04,Historical District Mean,1509.97,False,0.0,-146.69,2618.73
Sugarcane,3,2011,2015,2016,1500,306,RandomForestRegressor,1274.7,1887.75,0.6915,26.33,45.54,Historical District Mean,1509.97,True,15.58,-128.71,1883.35
Sugarcane,3,2011,2015,2016,1500,306,GradientBoostingRegressor,1346.32,1898.22,0.688,31.16,63.48,Historical District Mean,1509.97,True,10.84,-61.41,1897.23
Sugarcane,4,2011,2016,2017,1806,299,Historical District Mean,1563.36,2246.87,0.6456,79.39,54.65,Linear District Trend,1323.29,False,0.0,47.46,2246.37
Sugarcane,4,2011,2016,2017,1806,299,Naive Persistence,1884.74,2751.74,0.4685,72.47,65.11,Linear District Trend,1323.29,False,0.0,-759.0,2644.99
Sugarcane,4,2011,2016,2017,1806,299,Linear District Trend,1323.29,2117.49,0.6853,53.92,46.06,Linear District Trend,1323.29,False,0.0,-118.86,2114.15
Sugarcane,4,2011,2016,2017,1806,299,RandomForestRegressor,1472.32,2231.89,0.6503,68.87,56.24,Linear District Trend,1323.29,False,-11.26,304.9,2210.97
Sugarcane,4,2011,2016,2017,1806,299,GradientBoostingRegressor,1458.08,2188.76,0.6637,69.68,71.56,Linear District Trend,1323.29,False,-10.19,358.54,2159.2
Rapeseed and Mustard,1,2011,2013,2014,926,304,Historical District Mean,204.63,335.6,0.6198,40.44,37.4,Historical District Mean,204.63,False,0.0,-87.67,323.95
Rapeseed and Mustard,1,2011,2013,2014,926,304,Naive Persistence,332.67,449.72,0.3173,33.58,68.0,Historical District Mean,204.63,False,0.0,-235.17,383.33
Rapeseed and Mustard,1,2011,2013,2014,926,304,Linear District Trend,219.09,367.69,0.5437,33.74,41.51,Historical District Mean,204.63,False,0.0,-78.46,359.22
Rapeseed and Mustard,1,2011,2013,2014,926,304,RandomForestRegressor,205.11,334.92,0.6214,38.43,38.3,Historical District Mean,204.63,False,-0.23,-73.08,326.85
Rapeseed and Mustard,1,2011,2013,2014,926,304,GradientBoostingRegressor,213.31,352.17,0.5814,39.03,71.69,Historical District Mean,204.63,False,-4.24,-64.46,346.22
Rapeseed and Mustard,2,2011,2014,2015,1230,310,Historical District Mean,133.91,231.77,0.8097,20.8,29.93,Historical District Mean,133.91,False,0.0,-42.16,227.9
Rapeseed and Mustard,2,2011,2014,2015,1230,310,Naive Persistence,325.51,447.14,0.2918,23.18,69.65,Historical District Mean,133.91,False,0.0,-154.24,419.7
Rapeseed and Mustard,2,2011,2014,2015,1230,310,Linear District Trend,209.75,362.71,0.534,29.07,40.57,Historical District Mean,133.91,False,0.0,21.81,362.05
Rapeseed and Mustard,2,2011,2014,2015,1230,310,RandomForestRegressor,162.29,261.91,0.757,21.69,33.64,Historical District Mean,133.91,False,-21.19,31.44,260.02
Rapeseed and Mustard,2,2011,2014,2015,1230,310,GradientBoostingRegressor,183.98,287.0,0.7082,25.71,70.94,Historical District Mean,133.91,False,-37.39,30.91,285.33
Rapeseed and Mustard,3,2011,2015,2016,1540,311,Historical District Mean,213.68,329.14,0.7097,39.53,50.07,Historical District Mean,213.68,False,0.0,61.81,323.29
Rapeseed and Mustard,3,2011,2015,2016,1540,311,Naive Persistence,328.28,449.48,0.4587,49.89,64.37,Historical District Mean,213.68,False,0.0,-76.29,442.96
Rapeseed and Mustard,3,2011,2015,2016,1540,311,Linear District Trend,268.22,408.13,0.5537,58.16,61.37,Historical District Mean,213.68,False,0.0,122.81,389.21
Rapeseed and Mustard,3,2011,2015,2016,1540,311,RandomForestRegressor,232.07,349.39,0.6729,43.49,51.73,Historical District Mean,213.68,False,-8.61,103.13,333.83
Rapeseed and Mustard,3,2011,2015,2016,1540,311,GradientBoostingRegressor,234.83,353.26,0.6657,45.03,72.71,Historical District Mean,213.68,False,-9.9,99.29,339.02
Rapeseed and Mustard,4,2011,2016,2017,1851,307,Historical District Mean,221.08,336.47,0.7046,31.49,48.2,Linear District Trend,215.59,False,0.0,102.61,320.44
Rapeseed and Mustard,4,2011,2016,2017,1851,307,Naive Persistence,273.86,389.74,0.6037,27.1,55.4,Linear District Trend,215.59,False,0.0,-87.15,379.87
Rapeseed and Mustard,4,2011,2016,2017,1851,307,Linear District Trend,215.59,323.64,0.7267,29.73,46.59,Linear District Trend,215.59,False,0.0,113.15,303.21
Rapeseed and Mustard,4,2011,2016,2017,1851,307,RandomForestRegressor,199.34,306.25,0.7553,26.75,46.91,Linear District Trend,215.59,True,7.54,37.97,303.89
Rapeseed and Mustard,4,2011,2016,2017,1851,307,GradientBoostingRegressor,197.62,294.51,0.7737,28.95,58.44,Linear District Trend,215.59,True,8.34,19.68,293.85
Groundnut,1,2011,2013,2014,924,304,Historical District Mean,269.13,474.55,0.719,19.81,38.85,Historical District Mean,269.13,False,0.0,-34.34,473.31
Groundnut,1,2011,2013,2014,924,304,Naive Persistence,498.15,698.8,0.3908,22.75,70.44,Historical District Mean,269.13,False,0.0,-316.5,623.01
Groundnut,1,2011,2013,2014,924,304,Linear District Trend,354.65,609.0,0.5373,29.14,44.21,Historical District Mean,269.13,False,0.0,-134.26,594.02
Groundnut,1,2011,2013,2014,924,304,RandomForestRegressor,318.98,533.02,0.6455,24.14,41.94,Historical District Mean,269.13,False,-18.52,-83.81,526.39
Groundnut,1,2011,2013,2014,924,304,GradientBoostingRegressor,322.37,533.62,0.6447,25.04,72.55,Historical District Mean,269.13,False,-19.78,-72.27,528.7
Groundnut,2,2011,2014,2015,1228,309,Historical District Mean,295.55,469.06,0.724,34.52,42.81,Historical District Mean,295.55,False,0.0,-77.47,462.62
Groundnut,2,2011,2014,2015,1228,309,Naive Persistence,498.41,684.95,0.4114,30.8,71.72,Historical District Mean,295.55,False,0.0,-322.02,604.53
Groundnut,2,2011,2014,2015,1228,309,Linear District Trend,297.41,522.13,0.658,36.09,38.06,Historical District Mean,295.55,False,0.0,-103.92,511.69
Groundnut,2,2011,2014,2015,1228,309,RandomForestRegressor,294.71,467.71,0.7256,38.8,44.08,Historical District Mean,295.55,True,0.28,-89.79,459.01
Groundnut,2,2011,2014,2015,1228,309,GradientBoostingRegressor,289.63,450.62,0.7453,35.62,74.22,Historical District Mean,295.55,True,2.0,-70.01,445.14
Groundnut,3,2011,2015,2016,1537,310,Historical District Mean,277.11,438.49,0.7453,29.31,40.84,Historical District Mean,277.11,False,0.0,-4.87,438.46
Groundnut,3,2011,2015,2016,1537,310,Naive Persistence,503.3,655.37,0.4309,35.51,72.81,Historical District Mean,277.11,False,0.0,-200.5,623.95
Groundnut,3,2011,2015,2016,1537,310,Linear District Trend,287.98,434.37,0.75,39.86,40.13,Historical District Mean,277.11,False,0.0,15.93,434.08
Groundnut,3,2011,2015,2016,1537,310,RandomForestRegressor,290.84,434.69,0.7497,32.11,43.25,Historical District Mean,277.11,False,-4.95,3.19,434.68
Groundnut,3,2011,2015,2016,1537,310,GradientBoostingRegressor,289.99,414.57,0.7723,33.09,73.07,Historical District Mean,277.11,False,-4.65,43.0,412.33
Groundnut,4,2011,2016,2017,1847,307,Historical District Mean,316.91,496.53,0.6894,23.85,40.67,Historical District Mean,316.91,False,0.0,182.39,461.82
Groundnut,4,2011,2016,2017,1847,307,Naive Persistence,477.2,657.23,0.4558,22.15,60.15,Historical District Mean,316.91,False,0.0,-62.72,654.23
Groundnut,4,2011,2016,2017,1847,307,Linear District Trend,373.33,590.04,0.5614,31.12,46.7,Historical District Mean,316.91,False,0.0,180.68,561.7
Groundnut,4,2011,2016,2017,1847,307,RandomForestRegressor,343.16,526.12,0.6513,25.47,41.91,Historical District Mean,316.91,False,-8.28,182.27,493.54
Groundnut,4,2011,2016,2017,1847,307,GradientBoostingRegressor,351.34,536.47,0.6374,26.75,67.4,Historical District Mean,316.91,False,-10.86,206.18,495.26
Sorghum,1,2011,2013,2014,924,304,Historical District Mean,237.03,416.96,0.7154,34.51,40.69,Historical District Mean,237.03,False,0.0,2.58,416.96
Sorghum,1,2011,2013,2014,924,304,Naive Persistence,470.79,598.52,0.4137,30.7,87.3,Historical District Mean,237.03,False,0.0,-204.69,562.43
Sorghum,1,2011,2013,2014,924,304,Linear District Trend,307.47,525.6,0.5478,36.56,50.19,Historical District Mean,237.03,False,0.0,13.95,525.41
Sorghum,1,2011,2013,2014,924,304,RandomForestRegressor,241.89,411.75,0.7225,35.18,41.99,Historical District Mean,237.03,False,-2.05,10.81,411.61
Sorghum,1,2011,2013,2014,924,304,GradientBoostingRegressor,259.29,435.12,0.6901,34.79,88.09,Historical District Mean,237.03,False,-9.39,11.91,434.96
Sorghum,2,2011,2014,2015,1228,309,Historical District Mean,271.29,457.62,0.5958,49.31,51.27,Historical District Mean,271.29,False,0.0,-105.81,445.22
Sorghum,2,2011,2014,2015,1228,309,Naive Persistence,483.22,630.53,0.2327,46.15,91.13,Historical District Mean,271.29,False,0.0,-354.18,521.65
Sorghum,2,2011,2014,2015,1228,309,Linear District Trend,276.78,505.59,0.5066,50.35,48.85,Historical District Mean,271.29,False,0.0,-108.79,493.75
Sorghum,2,2011,2014,2015,1228,309,RandomForestRegressor,265.52,451.65,0.6063,49.84,52.94,Historical District Mean,271.29,True,2.13,-101.59,440.07
Sorghum,2,2011,2014,2015,1228,309,GradientBoostingRegressor,265.46,455.33,0.5999,47.24,92.23,Historical District Mean,271.29,True,2.15,-97.12,444.85
Sorghum,3,2011,2015,2016,1537,311,Historical District Mean,259.56,459.5,0.5778,40.81,50.0,Historical District Mean,259.56,False,0.0,-51.7,456.58
Sorghum,3,2011,2015,2016,1537,311,Naive Persistence,515.58,659.52,0.1303,43.5,96.46,Historical District Mean,259.56,False,0.0,-223.66,620.43
Sorghum,3,2011,2015,2016,1537,311,Linear District Trend,331.23,578.94,0.3298,54.08,60.72,Historical District Mean,259.56,False,0.0,3.42,578.93
Sorghum,3,2011,2015,2016,1537,311,RandomForestRegressor,261.76,455.97,0.5843,41.44,51.31,Historical District Mean,259.56,False,-0.85,1.9,455.96
Sorghum,3,2011,2015,2016,1537,311,GradientBoostingRegressor,266.36,446.65,0.6011,42.25,94.09,Historical District Mean,259.56,False,-2.62,11.85,446.49
Sorghum,4,2011,2016,2017,1848,307,Historical District Mean,288.75,476.52,0.6678,30.13,49.18,Historical District Mean,288.75,False,0.0,127.24,459.22
Sorghum,4,2011,2016,2017,1848,307,Naive Persistence,473.23,616.67,0.4437,27.37,84.46,Historical District Mean,288.75,False,0.0,-89.2,610.18
Sorghum,4,2011,2016,2017,1848,307,Linear District Trend,354.2,598.33,0.4763,37.14,57.79,Historical District Mean,288.75,False,0.0,185.25,568.92
Sorghum,4,2011,2016,2017,1848,307,RandomForestRegressor,326.98,559.52,0.542,32.62,53.85,Historical District Mean,288.75,False,-13.24,188.41,526.84
Sorghum,4,2011,2016,2017,1848,307,GradientBoostingRegressor,340.46,574.04,0.5179,33.22,92.21,Historical District Mean,288.75,False,-17.91,202.83,537.01
Kharif Sorghum,1,2011,2013,2014,925,304,Historical District Mean,283.1,474.24,0.5644,42.86,56.84,Historical District Mean,283.1,False,0.0,-23.37,473.66
Kharif Sorghum,1,2011,2013,2014,925,304,Naive Persistence,515.13,642.89,0.1996,38.41,100.56,Historical District Mean,283.1,False,0.0,-214.36,606.1
Kharif Sorghum,1,2011,2013,2014,925,304,Linear District Trend,358.76,606.56,0.2875,47.04,67.53,Historical District Mean,283.1,False,0.0,18.63,606.28
Kharif Sorghum,1,2011,2013,2014,925,304,RandomForestRegressor,266.4,464.37,0.5824,38.33,51.4,Historical District Mean,283.1,True,5.9,7.23,464.31
Kharif Sorghum,1,2011,2013,2014,925,304,GradientBoostingRegressor,279.56,477.5,0.5584,39.16,98.31,Historical District Mean,283.1,True,1.25,30.15,476.55
Kharif Sorghum,2,2011,2014,2015,1229,309,Historical District Mean,303.73,488.15,0.4297,55.27,65.12,Linear District Trend,293.04,False,0.0,-124.25,472.07
Kharif Sorghum,2,2011,2014,2015,1229,309,Naive Persistence,499.65,657.12,-0.0334,48.27,100.21,Linear District Trend,293.04,False,0.0,-364.64,546.67
Kharif Sorghum,2,2011,2014,2015,1229,309,Linear District Trend,293.04,544.98,0.2892,53.62,57.65,Linear District Trend,293.04,False,0.0,-91.82,537.19
Kharif Sorghum,2,2011,2014,2015,1229,309,RandomForestRegressor,286.05,461.17,0.491,50.45,62.72,Linear District Trend,293.04,True,2.39,-115.04,446.59
Kharif Sorghum,2,2011,2014,2015,1229,309,GradientBoostingRegressor,263.61,430.46,0.5566,44.95,100.32,Linear District Trend,293.04,True,10.04,-77.64,423.4
Kharif Sorghum,3,2011,2015,2016,1538,311,Historical District Mean,263.71,436.53,0.5931,42.25,62.6,Historical District Mean,263.71,False,0.0,-45.04,434.2
Kharif Sorghum,3,2011,2015,2016,1538,311,Naive Persistence,483.62,620.83,0.177,38.05,101.55,Historical District Mean,263.71,False,0.0,-205.97,585.67
Kharif Sorghum,3,2011,2015,2016,1538,311,Linear District Trend,315.62,557.36,0.3367,51.41,68.31,Historical District Mean,263.71,False,0.0,36.87,556.14
Kharif Sorghum,3,2011,2015,2016,1538,311,RandomForestRegressor,265.84,422.37,0.6191,38.37,64.74,Historical District Mean,263.71,False,-0.81,35.46,420.88
Kharif Sorghum,3,2011,2015,2016,1538,311,GradientBoostingRegressor,278.74,427.02,0.6107,40.64,103.86,Historical District Mean,263.71,False,-5.7,43.54,424.8
Kharif Sorghum,4,2011,2016,2017,1849,307,Historical District Mean,335.55,525.49,0.5976,35.39,66.07,Historical District Mean,335.55,False,0.0,130.39,509.05
Kharif Sorghum,4,2011,2016,2017,1849,307,Naive Persistence,481.5,633.48,0.4152,27.88,93.88,Historical District Mean,335.55,False,0.0,-88.28,627.3
Kharif Sorghum,4,2011,2016,2017,1849,307,Linear District Trend,373.32,633.66,0.4149,40.05,67.58,Historical District Mean,335.55,False,0.0,203.49,600.1
Kharif Sorghum,4,2011,2016,2017,1849,307,RandomForestRegressor,343.22,583.96,0.5031,34.59,67.88,Historical District Mean,335.55,False,-2.29,201.79,547.98
Kharif Sorghum,4,2011,2016,2017,1849,307,GradientBoostingRegressor,360.85,587.51,0.497,36.06,102.62,Historical District Mean,335.55,False,-7.54,202.23,551.61
Pearl Millet,1,2011,2013,2014,921,302,Historical District Mean,260.82,490.44,0.6801,33.76,54.32,Historical District Mean,260.82,False,0.0,28.83,489.59
Pearl Millet,1,2011,2013,2014,921,302,Naive Persistence,506.26,635.42,0.4629,30.53,98.06,Historical District Mean,260.82,False,0.0,-261.39,579.17
Pearl Millet,1,2011,2013,2014,921,302,Linear District Trend,366.24,650.99,0.4363,42.69,64.34,Historical District Mean,260.82,False,0.0,-0.58,650.99
Pearl Millet,1,2011,2013,2014,921,302,RandomForestRegressor,281.77,533.5,0.6214,36.17,58.61,Historical District Mean,260.82,False,-8.03,31.66,532.56
Pearl Millet,1,2011,2013,2014,921,302,GradientBoostingRegressor,294.69,524.41,0.6342,36.83,101.53,Historical District Mean,260.82,False,-12.99,32.31,523.41
Pearl Millet,2,2011,2014,2015,1223,309,Historical District Mean,249.43,396.56,0.774,39.4,65.08,Historical District Mean,249.43,False,0.0,-105.53,382.26
Pearl Millet,2,2011,2014,2015,1223,309,Naive Persistence,531.3,697.12,0.3016,30.52,106.5,Historical District Mean,249.43,False,0.0,-414.34,560.62
Pearl Millet,2,2011,2014,2015,1223,309,Linear District Trend,271.13,537.26,0.5852,33.38,56.51,Historical District Mean,249.43,False,0.0,-145.79,517.1
Pearl Millet,2,2011,2014,2015,1223,309,RandomForestRegressor,265.08,450.44,0.7084,35.96,65.16,Historical District Mean,249.43,False,-6.27,-119.97,434.18
Pearl Millet,2,2011,2014,2015,1223,309,GradientBoostingRegressor,269.43,455.17,0.7022,35.17,107.24,Historical District Mean,249.43,False,-8.02,-135.22,434.61
Pearl Millet,3,2011,2015,2016,1532,311,Historical District Mean,269.82,623.2,0.6028,35.51,61.62,Historical District Mean,269.82,False,0.0,-8.14,623.14
Pearl Millet,3,2011,2015,2016,1532,311,Naive Persistence,523.64,779.44,0.3787,38.17,106.29,Historical District Mean,269.82,False,0.0,-239.01,741.89
Pearl Millet,3,2011,2015,2016,1532,311,Linear District Trend,296.52,683.62,0.5221,43.16,63.25,Historical District Mean,269.82,False,0.0,20.78,683.31
Pearl Millet,3,2011,2015,2016,1532,311,RandomForestRegressor,280.53,624.92,0.6006,37.95,65.65,Historical District Mean,269.82,False,-3.97,41.21,623.56
Pearl Millet,3,2011,2015,2016,1532,311,GradientBoostingRegressor,281.28,637.66,0.5842,42.59,109.37,Historical District Mean,269.82,False,-4.25,77.81,632.9
Pearl Millet,4,2011,2016,2017,1843,306,Historical District Mean,256.84,446.86,0.7323,504.14,59.2,Historical District Mean,256.84,False,0.0,81.11,439.44
Pearl Millet,4,2011,2016,2017,1843,306,Naive Persistence,518.53,784.63,0.1747,356.8,96.55,Historical District Mean,256.84,False,0.0,-209.34,756.19
Pearl Millet,4,2011,2016,2017,1843,306,Linear District Trend,295.36,587.26,0.5377,396.04,62.81,Historical District Mean,256.84,False,0.0,98.71,578.91
Pearl Millet,4,2011,2016,2017,1843,306,RandomForestRegressor,271.93,480.48,0.6905,525.17,63.54,Historical District Mean,256.84,False,-5.88,94.32,471.13
Pearl Millet,4,2011,2016,2017,1843,306,GradientBoostingRegressor,288.93,498.5,0.6669,520.92,101.87,Historical District Mean,256.84,False,-12.49,55.58,495.39
