crop,state,district,observations_count,ml_mae,baseline_mae,ml_improvement_pct,ml_win_rate,is_best_ml_district,is_worst_ml_district,is_high_error_district
Wheat,West Bengal,Purulia,4,325.54,289.27,-12.54,50.0,False,True,False
Wheat,West Bengal,West Dinajpur,4,265.33,231.94,-14.4,25.0,False,True,False
Oilseeds,Andhra Pradesh,Ananthapur,4,471.51,358.79,-31.42,25.0,False,True,False
Oilseeds,Andhra Pradesh,Chittoor,4,668.13,510.19,-30.96,50.0,False,True,False
Oilseeds,Andhra Pradesh,East Godavari,4,4335.2,3698.18,-17.23,50.0,False,True,True
Oilseeds,Andhra Pradesh,Guntur,4,230.57,324.3,28.9,75.0,True,False,False
Oilseeds,Andhra Pradesh,Kadapa Ysr,4,601.09,320.54,-87.52,25.0,False,True,False
Oilseeds,Andhra Pradesh,Krishna,4,4307.27,2633.78,-63.54,25.0,False,True,True
Oilseeds,Andhra Pradesh,Kurnool,4,375.92,209.84,-79.15,75.0,False,True,False
Oilseeds,Andhra Pradesh,S.P.S. Nellore,4,569.05,445.33,-27.78,50.0,False,True,False
Oilseeds,Andhra Pradesh,Srikakulam,4,665.69,466.32,-42.75,50.0,False,True,False
Oilseeds,Andhra Pradesh,Visakhapatnam,4,983.82,550.12,-78.84,25.0,False,True,True
Oilseeds,Andhra Pradesh,West Godavari,4,3916.49,3192.31,-22.69,25.0,False,True,True
Oilseeds,Assam,Cachar,4,257.06,423.66,39.32,75.0,True,False,False
Oilseeds,Assam,Darrang,4,178.12,474.4,62.45,100.0,True,False,False
Oilseeds,Assam,Dibrugarh,4,190.18,530.69,64.16,100.0,True,False,False
Oilseeds,Assam,Goalpara,4,187.13,487.4,61.61,100.0,True,False,False
Oilseeds,Assam,Kamrup,4,224.49,436.59,48.58,100.0,True,False,False
Oilseeds,Assam,Karbi Anglong,4,177.13,414.77,57.29,100.0,True,False,False
Oilseeds,Assam,Lakhimpur,4,256.01,659.45,61.18,75.0,True,False,False
Oilseeds,Assam,Nagaon,4,217.87,466.85,53.33,100.0,True,False,False
Oilseeds,Assam,North Cachar Hil / Dima Hasao,4,181.63,391.93,53.66,75.0,True,False,False
Oilseeds,Assam,Sibsagar,4,171.36,485.28,64.69,100.0,True,False,False
Oilseeds,Bihar,Bhagalpur,4,534.39,901.12,40.7,100.0,True,False,False
Oilseeds,Bihar,Champaran,4,496.13,783.9,36.71,100.0,True,False,False
Oilseeds,Bihar,Darbhanga,4,510.2,744.94,31.51,100.0,True,False,False
Oilseeds,Bihar,Gaya,4,363.01,753.12,51.8,100.0,True,False,False
Oilseeds,Bihar,Mungair,4,605.18,1122.93,46.11,100.0,True,False,False
Oilseeds,Bihar,Muzaffarpur,4,503.12,921.18,45.38,100.0,True,False,False
Oilseeds,Bihar,Patna,4,772.03,1391.66,44.52,100.0,True,False,True
Oilseeds,Bihar,Purnea,4,571.34,923.3,38.12,100.0,True,False,False
Oilseeds,Bihar,Saharsa,4,568.4,942.89,39.72,100.0,True,False,False
Oilseeds,Bihar,Saran,4,578.8,862.83,32.92,100.0,True,False,False
Oilseeds,Bihar,Shahabad (Now Part Of Bhojpur District),4,428.42,754.0,43.18,100.0,True,False,False
Oilseeds,Chhattisgarh,Bastar,4,266.48,109.25,-143.92,25.0,False,True,False
Oilseeds,Chhattisgarh,Bilaspur,4,248.25,240.92,-3.04,75.0,False,False,False
Oilseeds,Chhattisgarh,Durg,4,455.2,235.62,-93.19,0.0,False,True,False
Oilseeds,Chhattisgarh,Raigarh,4,228.37,216.61,-5.43,75.0,False,False,False
Oilseeds,Chhattisgarh,Raipur,4,220.29,353.28,37.64,75.0,True,False,False
Oilseeds,Chhattisgarh,Surguja,4,249.72,189.56,-31.74,50.0,False,True,False
Oilseeds,Gujarat,Ahmedabad,4,556.6,578.03,3.71,50.0,False,False,False
Oilseeds,Gujarat,Amreli,4,1346.06,1096.97,-22.71,50.0,False,True,True
Oilseeds,Gujarat,Banaskantha,4,853.84,933.24,8.51,50.0,False,False,True
Oilseeds,Gujarat,Bharuch,4,834.81,397.07,-110.24,0.0,False,True,True
Oilseeds,Gujarat,Bhavnagar,4,569.75,958.65,40.57,100.0,True,False,False
Oilseeds,Gujarat,Dangs,4,1227.95,1217.02,-0.9,75.0,False,False,True
Oilseeds,Gujarat,Jamnagar,4,1183.01,904.52,-30.79,50.0,False,True,True
Oilseeds,Gujarat,Junagadh,4,1443.23,1489.86,3.13,50.0,False,False,True
Oilseeds,Gujarat,Kheda,4,517.19,638.4,18.99,100.0,True,False,False
Oilseeds,Gujarat,Kutch,4,559.16,631.27,11.42,50.0,False,False,False
Oilseeds,Gujarat,Mehsana,4,820.51,812.23,-1.02,50.0,False,False,True
Oilseeds,Gujarat,Panchmahal,4,590.51,252.6,-133.77,0.0,False,True,False
Oilseeds,Gujarat,Rajkot,4,1155.84,844.84,-36.81,75.0,False,True,True
Oilseeds,Gujarat,Sabarkantha,4,829.45,950.6,12.74,75.0,True,False,True
Oilseeds,Gujarat,Surat,4,510.25,316.59,-61.17,0.0,False,True,False
Oilseeds,Gujarat,Surendranagar,4,728.62,620.01,-17.52,25.0,False,True,True
Oilseeds,Gujarat,Vadodara / Baroda,4,562.96,560.6,-0.42,75.0,False,False,False
Oilseeds,Gujarat,Valsad,4,566.47,1457.34,61.13,100.0,True,False,False
Oilseeds,Haryana,Ambala,4,240.45,140.57,-71.05,25.0,False,True,False
Oilseeds,Haryana,Gurgaon,4,525.36,533.09,1.45,75.0,False,False,False
Oilseeds,Haryana,Hissar,4,360.71,138.43,-160.57,0.0,False,True,False
Oilseeds,Haryana,Jind,4,526.07,601.91,12.6,50.0,False,False,False
Oilseeds,Haryana,Karnal,4,1119.69,1596.33,29.86,100.0,True,False,True
Oilseeds,Haryana,Mahendragarh / Narnaul,4,483.01,125.12,-286.04,25.0,False,True,False
Oilseeds,Haryana,Rohtak,4,423.91,297.77,-42.36,25.0,False,True,False
Oilseeds,Himachal Pradesh,Bilashpur,4,353.99,630.1,43.82,75.0,True,False,False
Oilseeds,Himachal Pradesh,Chamba,4,236.71,274.83,13.87,50.0,False,False,False
Oilseeds,Himachal Pradesh,Kangra,4,189.94,401.6,52.7,100.0,True,False,False
Oilseeds,Himachal Pradesh,Kinnaur,3,53.73,0.0,0.0,0.0,False,True,False
Oilseeds,Himachal Pradesh,Kullu,4,883.66,1491.26,40.74,100.0,True,False,True
Oilseeds,Himachal Pradesh,Lahul & Spiti,4,330.94,727.78,54.53,75.0,True,False,False
Oilseeds,Himachal Pradesh,Mandi,4,439.02,425.2,-3.25,50.0,False,False,False
Oilseeds,Himachal Pradesh,Shimla,4,271.32,194.38,-39.58,25.0,False,True,False
Oilseeds,Himachal Pradesh,Sirmaur,4,191.47,435.71,56.06,75.0,True,False,False
Oilseeds,Himachal Pradesh,Solan,4,153.0,371.76,58.84,100.0,True,False,False
Oilseeds,Jharkhand,Dhanbad,4,671.25,408.8,-64.2,25.0,False,True,False
Oilseeds,Jharkhand,Hazaribagh,4,341.51,312.95,-9.13,25.0,False,True,False
Oilseeds,Jharkhand,Palamau,4,314.51,473.57,33.59,100.0,True,False,False
Oilseeds,Jharkhand,Ranchi,4,262.28,397.32,33.99,75.0,True,False,False
Oilseeds,Jharkhand,Santhal Paragana / Dumka,4,302.9,393.31,22.99,75.0,True,False,False
Oilseeds,Jharkhand,Singhbhum,4,411.29,319.33,-28.8,50.0,False,True,False
Oilseeds,Karnataka,Bangalore,4,356.49,292.23,-21.99,25.0,False,True,False
Oilseeds,Karnataka,Belgaum,4,364.58,274.25,-32.94,25.0,False,True,False
Oilseeds,Karnataka,Bellary,4,379.72,341.71,-11.12,50.0,False,True,False
Oilseeds,Karnataka,Bidar,4,596.23,386.39,-54.31,25.0,False,True,False
Oilseeds,Karnataka,Bijapur / Vijayapura,4,282.0,212.21,-32.89,25.0,False,True,False
Oilseeds,Karnataka,Chickmagalur,4,235.15,193.77,-21.36,25.0,False,True,False
Oilseeds,Karnataka,Chitradurga,4,289.14,207.1,-39.61,25.0,False,True,False
Oilseeds,Karnataka,Dakshina Kannada,4,692.38,469.66,-47.42,25.0,False,True,False
Oilseeds,Karnataka,Dharwad,4,315.24,285.05,-10.59,50.0,False,True,False
Oilseeds,Karnataka,Gulbarga / Kalaburagi,4,292.61,241.32,-21.25,25.0,False,True,False
Oilseeds,Karnataka,Hassan,4,269.8,161.81,-66.74,0.0,False,True,False
Oilseeds,Karnataka,Kodagu / Coorg,4,415.2,52.44,-691.76,25.0,False,True,False
Oilseeds,Karnataka,Kolar,4,330.47,203.46,-62.43,25.0,False,True,False
Oilseeds,Karnataka,Mandya,4,231.7,120.38,-92.47,25.0,False,True,False
Oilseeds,Karnataka,Mysore,4,253.34,172.36,-46.98,25.0,False,True,False
Oilseeds,Karnataka,Raichur,4,299.18,268.69,-11.35,50.0,False,True,False
Oilseeds,Karnataka,Shimoge,4,597.55,422.28,-41.51,25.0,False,True,False
Oilseeds,Karnataka,Tumkur,4,256.22,203.07,-26.17,50.0,False,True,False
Oilseeds,Karnataka,Uttara Kannada,4,701.73,676.64,-3.71,25.0,False,True,True
Oilseeds,Kerala,Alappuzha,4,9.46,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Eranakulam,4,8.74,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Kannur,4,13.1,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Kollam,4,11.82,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Kottayam,4,8.8,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Kozhikode,4,13.1,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Malappuram,4,13.1,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Palakkad,4,10.95,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Thiruvananthapuram,4,9.19,0.0,0.0,0.0,False,True,False
Oilseeds,Kerala,Thrissur,4,13.1,0.0,0.0,0.0,False,True,False
Oilseeds,Madhya Pradesh,Balaghat,4,219.08,400.91,45.35,100.0,True,False,False
Oilseeds,Madhya Pradesh,Betul,4,684.71,835.8,18.08,75.0,True,False,False
Oilseeds,Madhya Pradesh,Bhind,4,318.11,496.61,35.94,75.0,True,False,False
Oilseeds,Madhya Pradesh,Chhatarpur,4,397.19,737.91,46.17,100.0,True,False,False
Oilseeds,Madhya Pradesh,Chhindwara,4,301.19,400.08,24.72,75.0,True,False,False
Oilseeds,Madhya Pradesh,Damoh,4,466.2,693.96,32.82,75.0,True,False,False
Oilseeds,Madhya Pradesh,Datia,4,209.43,384.58,45.54,100.0,True,False,False
Oilseeds,Madhya Pradesh,Dewas,4,401.25,375.13,-6.96,50.0,False,False,False
Oilseeds,Madhya Pradesh,Dhar,4,432.83,723.2,40.15,75.0,True,False,False
Oilseeds,Madhya Pradesh,Guna,4,266.09,446.61,40.42,75.0,True,False,False
Oilseeds,Madhya Pradesh,Gwalior,4,374.73,373.29,-0.39,50.0,False,False,False
Oilseeds,Madhya Pradesh,Hoshangabad,4,509.87,716.15,28.8,100.0,True,False,False
Oilseeds,Madhya Pradesh,Indore,4,304.73,400.48,23.91,75.0,True,False,False
Oilseeds,Madhya Pradesh,Jabalpur,4,260.37,569.81,54.31,100.0,True,False,False
Oilseeds,Madhya Pradesh,Jhabua,4,302.41,810.23,62.68,100.0,True,False,False
Oilseeds,Madhya Pradesh,Khandwa / East Nimar,4,290.18,566.43,48.77,100.0,True,False,False
Oilseeds,Madhya Pradesh,Khargone / West Nimar,4,480.88,879.98,45.35,75.0,True,False,False
Oilseeds,Madhya Pradesh,Mandla,4,225.27,462.8,51.32,100.0,True,False,False
Oilseeds,Madhya Pradesh,Mandsaur,4,324.77,422.07,23.05,50.0,False,False,False
Oilseeds,Madhya Pradesh,Morena,4,290.47,425.45,31.73,50.0,False,False,False
Oilseeds,Madhya Pradesh,Narsinghpur,4,247.5,431.38,42.63,100.0,True,False,False
Oilseeds,Madhya Pradesh,Panna,4,338.0,525.23,35.65,100.0,True,False,False
Oilseeds,Madhya Pradesh,Raisen,4,411.13,706.83,41.83,100.0,True,False,False
Oilseeds,Madhya Pradesh,Rajgarh,4,418.05,652.95,35.98,100.0,True,False,False
Oilseeds,Madhya Pradesh,Ratlam,4,238.64,357.75,33.29,50.0,False,False,False
Oilseeds,Madhya Pradesh,Rewa,3,307.07,612.8,49.89,100.0,True,False,False
Oilseeds,Madhya Pradesh,Sagar,4,433.53,528.64,17.99,75.0,True,False,False
Oilseeds,Madhya Pradesh,Satna,4,771.61,1119.62,31.08,100.0,True,False,True
Oilseeds,Madhya Pradesh,Sehore,4,397.42,478.99,17.03,75.0,True,False,False
Oilseeds,Madhya Pradesh,Seoni / Shivani,4,360.9,562.04,35.79,100.0,True,False,False
Oilseeds,Madhya Pradesh,Shahdol,4,254.47,543.64,53.19,100.0,True,False,False
Oilseeds,Madhya Pradesh,Shajapur,4,365.24,496.82,26.48,75.0,True,False,False
Oilseeds,Madhya Pradesh,Shivpuri,4,394.48,736.33,46.43,100.0,True,False,False
Oilseeds,Madhya Pradesh,Sidhi,4,200.62,441.19,54.53,100.0,True,False,False
Oilseeds,Madhya Pradesh,Tikamgarh,4,439.53,737.72,40.42,100.0,True,False,False
Oilseeds,Madhya Pradesh,Ujjain,4,286.05,260.95,-9.62,50.0,False,False,False
Oilseeds,Madhya Pradesh,Vidisha,4,361.93,449.71,19.52,50.0,False,False,False
Oilseeds,Maharashtra,Ahmednagar,4,400.81,202.79,-97.65,0.0,False,True,False
Oilseeds,Maharashtra,Akola,4,517.13,341.93,-51.24,25.0,False,True,False
Oilseeds,Maharashtra,Amarawati,4,460.92,261.41,-76.32,25.0,False,True,False
Oilseeds,Maharashtra,Aurangabad,4,499.48,265.46,-88.16,0.0,False,True,False
Oilseeds,Maharashtra,Beed,4,610.88,355.83,-71.68,25.0,False,True,False
Oilseeds,Maharashtra,Bhandara,4,218.44,76.09,-187.08,25.0,False,True,False
Oilseeds,Maharashtra,Buldhana,4,448.0,322.31,-39.0,25.0,False,True,False
Oilseeds,Maharashtra,Chandrapur,4,201.51,187.63,-7.4,50.0,False,False,False
Oilseeds,Maharashtra,Dhule,4,278.24,271.57,-2.46,50.0,False,False,False
Oilseeds,Maharashtra,Jalgaon,4,324.69,421.26,22.92,75.0,True,False,False
Oilseeds,Maharashtra,Kolhapur,4,564.65,644.63,12.41,75.0,True,False,False
Oilseeds,Maharashtra,Nagpur,4,263.73,176.88,-49.1,0.0,False,True,False
Oilseeds,Maharashtra,Nanded,4,569.25,262.67,-116.72,0.0,False,True,False
Oilseeds,Maharashtra,Nasik,4,292.79,523.52,44.07,100.0,True,False,False
Oilseeds,Maharashtra,Osmanabad,4,576.24,425.57,-35.4,25.0,False,True,False
Oilseeds,Maharashtra,Parbhani,4,482.21,255.54,-88.7,25.0,False,True,False
Oilseeds,Maharashtra,Pune,4,783.4,856.5,8.53,50.0,False,False,True
Oilseeds,Maharashtra,Raigad,4,411.72,836.93,50.81,75.0,True,False,False
Oilseeds,Maharashtra,Ratnagiri,4,327.38,609.1,46.25,100.0,True,False,False
Oilseeds,Maharashtra,Sangli,4,439.61,443.46,0.87,75.0,False,False,False
Oilseeds,Maharashtra,Satara,4,470.62,640.74,26.55,75.0,True,False,False
Oilseeds,Maharashtra,Solapur,4,321.94,314.85,-2.25,50.0,False,False,False
Oilseeds,Maharashtra,Thane,4,169.39,150.37,-12.65,25.0,False,True,False
Oilseeds,Maharashtra,Wardha,4,238.37,225.33,-5.79,25.0,False,True,False
Oilseeds,Maharashtra,Yeotmal,4,461.05,335.33,-37.49,25.0,False,True,False
Oilseeds,Orissa,Balasore,4,176.81,110.07,-60.63,25.0,False,True,False
Oilseeds,Orissa,Bolangir,4,167.85,33.06,-407.71,0.0,False,True,False
Oilseeds,Orissa,Cuttack,4,298.55,71.33,-318.55,0.0,False,True,False
Oilseeds,Orissa,Dhenkanal,4,84.64,20.26,-317.77,50.0,False,True,False
Oilseeds,Orissa,Ganjam,4,165.33,57.96,-185.25,50.0,False,True,False
Oilseeds,Orissa,Kalahandi,4,140.4,39.32,-257.07,25.0,False,True,False
Oilseeds,Orissa,Keonjhar,4,137.75,90.6,-52.04,25.0,False,True,False
Oilseeds,Orissa,Koraput,4,77.58,104.99,26.11,50.0,False,False,False
Oilseeds,Orissa,Mayurbhanja,4,380.18,310.94,-22.27,25.0,False,True,False
Oilseeds,Orissa,Phulbani ( Kandhamal ),4,121.76,58.27,-108.96,0.0,False,True,False
Oilseeds,Orissa,Puri,4,171.48,84.07,-103.97,0.0,False,True,False
Oilseeds,Orissa,Sambalpur,4,102.72,45.02,-128.17,50.0,False,True,False
Oilseeds,Orissa,Sundargarh,4,84.57,36.11,-134.2,0.0,False,True,False
Oilseeds,Punjab,Amritsar,4,356.3,412.29,13.58,50.0,False,False,False
Oilseeds,Punjab,Bhatinda,4,375.24,880.89,57.4,100.0,True,False,False
Oilseeds,Punjab,Ferozpur,4,268.53,883.61,69.61,100.0,True,False,False
Oilseeds,Punjab,Gurdaspur,4,355.41,683.63,48.01,75.0,True,False,False
Oilseeds,Punjab,Hoshiarpur,4,399.04,980.79,59.31,100.0,True,False,False
Oilseeds,Punjab,Jalandhar,4,386.32,1026.86,62.38,100.0,True,False,False
Oilseeds,Punjab,Kapurthala,4,456.13,1295.73,64.8,100.0,True,False,False
Oilseeds,Punjab,Ludhiana,4,468.44,1241.94,62.28,100.0,True,False,False
Oilseeds,Punjab,Patiala,4,467.24,1276.53,63.4,100.0,True,False,False
Oilseeds,Punjab,Roopnagar / Ropar,4,335.36,881.77,61.97,100.0,True,False,False
Oilseeds,Punjab,Sangrur,3,1067.48,1266.48,15.71,66.67,False,False,True
Oilseeds,Rajasthan,Ajmer,4,418.2,466.33,10.32,50.0,False,False,False
Oilseeds,Rajasthan,Alwar,4,410.2,513.1,20.05,50.0,False,False,False
Oilseeds,Rajasthan,Banswara,4,314.89,362.29,13.08,50.0,False,False,False
Oilseeds,Rajasthan,Barmer,4,329.71,380.71,13.4,50.0,False,False,False
Oilseeds,Rajasthan,Bharatpur,4,397.45,526.54,24.52,75.0,True,False,False
Oilseeds,Rajasthan,Bhilwara,4,292.43,362.08,19.24,75.0,True,False,False
Oilseeds,Rajasthan,Bikaner,4,596.78,817.76,27.02,50.0,False,False,False
Oilseeds,Rajasthan,Bundi,4,428.77,422.6,-1.46,50.0,False,False,False
Oilseeds,Rajasthan,Chittorgarh,4,285.27,299.7,4.81,75.0,False,False,False
Oilseeds,Rajasthan,Churu,4,434.87,618.58,29.7,75.0,True,False,False
Oilseeds,Rajasthan,Dungarpur,4,270.25,316.19,14.53,50.0,False,False,False
Oilseeds,Rajasthan,Ganganagar,4,422.27,646.18,34.65,50.0,False,False,False
Oilseeds,Rajasthan,Jaipur,4,273.01,430.62,36.6,75.0,True,False,False
Oilseeds,Rajasthan,Jaisalmer,4,329.78,494.39,33.3,75.0,True,False,False
Oilseeds,Rajasthan,Jalore,4,363.25,446.37,18.62,75.0,True,False,False
Oilseeds,Rajasthan,Jhalawar,4,349.56,149.96,-133.1,0.0,False,True,False
Oilseeds,Rajasthan,Jhunjhunu,4,445.07,778.62,42.84,100.0,True,False,False
Oilseeds,Rajasthan,Jodhpur,4,442.75,578.59,23.48,50.0,False,False,False
Oilseeds,Rajasthan,Kota,4,341.21,261.94,-30.26,25.0,False,True,False
Oilseeds,Rajasthan,Nagaur,4,329.8,437.19,24.56,50.0,False,False,False
Oilseeds,Rajasthan,Pali,4,165.34,187.49,11.81,25.0,False,True,False
Oilseeds,Rajasthan,Sikar,4,417.23,636.21,34.42,100.0,True,False,False
Oilseeds,Rajasthan,Sirohi,4,314.49,404.55,22.26,75.0,True,False,False
Oilseeds,Rajasthan,Swami Madhopur,4,253.76,452.24,43.89,100.0,True,False,False
Oilseeds,Rajasthan,Tonk,4,394.95,474.4,16.75,75.0,True,False,False
Oilseeds,Rajasthan,Udaipur,4,275.36,331.99,17.06,50.0,False,False,False
Oilseeds,Tamil Nadu,Chengalpattu Mgr / Kanchipuram,4,1378.28,3053.43,54.86,100.0,True,False,True
Oilseeds,Tamil Nadu,Coimbatore,4,894.31,1957.42,54.31,100.0,True,False,True
Oilseeds,Tamil Nadu,Madurai,4,1020.89,2251.0,54.65,100.0,True,False,True
Oilseeds,Tamil Nadu,North Arcot / Vellore,3,637.75,2317.94,72.49,100.0,True,False,False
Oilseeds,Tamil Nadu,Ramananthapuram,4,435.96,1284.83,66.07,100.0,True,False,False
Oilseeds,Tamil Nadu,South Arcot / Cuddalore,4,1197.81,2496.26,52.02,100.0,True,False,True
Oilseeds,Tamil Nadu,Thanjavur,4,831.11,1704.17,51.23,75.0,True,False,True
Oilseeds,Tamil Nadu,Thirunelveli,3,980.37,1525.03,35.71,100.0,True,False,True
Oilseeds,Tamil Nadu,Tiruchirapalli / Trichy,3,1376.52,1957.77,29.69,100.0,True,False,True
Oilseeds,Telangana,Adilabad,4,374.19,295.0,-26.84,50.0,False,True,False
Oilseeds,Telangana,Hyderabad,4,306.14,428.48,28.55,100.0,True,False,False
Oilseeds,Telangana,Karimnagar,4,289.36,439.31,34.13,75.0,True,False,False
Oilseeds,Telangana,Khammam,4,6225.0,5563.19,-11.9,50.0,False,True,True
Oilseeds,Telangana,Mahabubnagar,4,339.82,716.59,52.58,100.0,True,False,False
Oilseeds,Telangana,Medak,4,144.29,427.84,66.27,75.0,True,False,False
Oilseeds,Telangana,Nalgonda,4,317.34,694.12,54.28,100.0,True,False,False
Oilseeds,Telangana,Nizamabad,4,407.79,527.0,22.62,75.0,True,False,False
Oilseeds,Telangana,Warangal,4,368.41,517.14,28.76,75.0,True,False,False
Oilseeds,Uttar Pradesh,Agra,4,655.05,402.19,-62.87,25.0,False,True,False
Oilseeds,Uttar Pradesh,Aligarh,4,620.37,379.9,-63.3,25.0,False,True,False
Oilseeds,Uttar Pradesh,Allahabad,4,335.72,152.55,-120.07,0.0,False,True,False
Oilseeds,Uttar Pradesh,Azamgarh,4,513.86,269.75,-90.49,0.0,False,True,False
Oilseeds,Uttar Pradesh,Bahraich,4,337.4,172.36,-95.75,0.0,False,True,False
Oilseeds,Uttar Pradesh,Ballia,4,514.8,272.6,-88.85,0.0,False,True,False
Oilseeds,Uttar Pradesh,Banda,4,257.8,64.1,-302.18,0.0,False,True,False
Oilseeds,Uttar Pradesh,Barabanki,4,327.82,153.43,-113.66,0.0,False,True,False
Oilseeds,Uttar Pradesh,Bareilly,4,343.28,180.12,-90.58,0.0,False,True,False
Oilseeds,Uttar Pradesh,Basti,4,470.77,247.17,-90.46,25.0,False,True,False
Oilseeds,Uttar Pradesh,Bijnor,4,583.32,318.82,-82.96,0.0,False,True,False
Oilseeds,Uttar Pradesh,Budaun,4,583.95,324.66,-79.87,0.0,False,True,False
Oilseeds,Uttar Pradesh,Buland Shahar,4,637.41,370.22,-72.17,0.0,False,True,False
Oilseeds,Uttar Pradesh,Deoria,4,407.24,223.94,-81.85,25.0,False,True,False
Oilseeds,Uttar Pradesh,Etah,4,652.97,409.99,-59.26,25.0,False,True,False
Oilseeds,Uttar Pradesh,Etawah,4,590.45,342.13,-72.58,25.0,False,True,False
Oilseeds,Uttar Pradesh,Faizabad,4,332.8,156.97,-112.02,0.0,False,True,False
Oilseeds,Uttar Pradesh,Farrukhabad,4,472.15,249.26,-89.42,0.0,False,True,False
Oilseeds,Uttar Pradesh,Fatehpur,4,344.36,160.04,-115.17,0.0,False,True,False
Oilseeds,Uttar Pradesh,Ghazipur,4,495.24,282.56,-75.27,25.0,False,True,False
Oilseeds,Uttar Pradesh,Gonda,4,356.36,198.57,-79.46,25.0,False,True,False
Oilseeds,Uttar Pradesh,Gorakhpur,4,468.28,241.51,-93.9,25.0,False,True,False
Oilseeds,Uttar Pradesh,Hamirpur,4,291.52,73.67,-295.71,0.0,False,True,False
Oilseeds,Uttar Pradesh,Hardoi,4,326.77,157.14,-107.95,0.0,False,True,False
Oilseeds,Uttar Pradesh,Jalaun,4,272.92,69.61,-292.07,0.0,False,True,False
Oilseeds,Uttar Pradesh,Jaunpur,4,397.33,225.0,-76.59,25.0,False,True,False
Oilseeds,Uttar Pradesh,Jhansi,4,328.75,124.08,-164.95,0.0,False,True,False
Oilseeds,Uttar Pradesh,Kanpur,4,532.68,278.78,-91.08,0.0,False,True,False
Oilseeds,Uttar Pradesh,Kheri,4,344.68,187.48,-83.85,25.0,False,True,False
Oilseeds,Uttar Pradesh,Lucknow,4,342.25,167.85,-103.9,25.0,False,True,False
Oilseeds,Uttar Pradesh,Mainpuri,4,644.78,367.24,-75.57,0.0,False,True,False
Oilseeds,Uttar Pradesh,Mathura,4,656.73,408.62,-60.72,25.0,False,True,False
Oilseeds,Uttar Pradesh,Meerut,4,634.74,368.76,-72.13,0.0,False,True,False
Oilseeds,Uttar Pradesh,Mirzpur,4,329.66,145.41,-126.71,0.0,False,True,False
Oilseeds,Uttar Pradesh,Moradabad,4,581.78,322.48,-80.41,0.0,False,True,False
Oilseeds,Uttar Pradesh,Muzaffarnagar,4,483.5,252.01,-91.86,0.0,False,True,False
Oilseeds,Uttar Pradesh,Pilibhit,4,429.91,223.74,-92.15,0.0,False,True,False
Oilseeds,Uttar Pradesh,Pratapgarh,4,346.18,187.77,-84.36,25.0,False,True,False
Oilseeds,Uttar Pradesh,Rae-Bareily,4,344.39,162.78,-111.57,0.0,False,True,False
Oilseeds,Uttar Pradesh,Rampur,4,463.6,296.65,-56.28,0.0,False,True,False
Oilseeds,Uttar Pradesh,Saharanpur,4,429.58,597.05,28.05,75.0,True,False,False
Oilseeds,Uttar Pradesh,Shahjahanpur,4,335.81,176.34,-90.43,0.0,False,True,False
Oilseeds,Uttar Pradesh,Sitapur,4,341.58,158.99,-114.84,0.0,False,True,False
Oilseeds,Uttar Pradesh,Sultanpur,4,313.55,143.5,-118.5,0.0,False,True,False
Oilseeds,Uttar Pradesh,Unnao,4,327.05,144.27,-126.69,0.0,False,True,False
Oilseeds,Uttar Pradesh,Varanasi,4,348.5,170.01,-104.99,0.0,False,True,False
Oilseeds,Uttarakhand,Almorah,4,329.58,371.13,11.2,25.0,False,True,False
Oilseeds,Uttarakhand,Chamoli,4,356.13,443.77,19.75,50.0,False,False,False
Oilseeds,Uttarakhand,Dehradun,4,303.74,348.72,12.9,25.0,False,True,False
Oilseeds,Uttarakhand,Garhwal,4,307.6,338.66,9.17,25.0,False,True,False
Oilseeds,Uttarakhand,Nainital,4,547.57,826.74,33.77,50.0,False,False,False
Oilseeds,Uttarakhand,Pithorgarh,4,364.5,501.96,27.38,50.0,False,False,False
Oilseeds,Uttarakhand,Tehri Garhwal,4,344.14,400.95,14.17,25.0,False,True,False
Oilseeds,Uttarakhand,Uttar Kashi,4,303.92,330.3,7.99,25.0,False,True,False
Oilseeds,West Bengal,24 Parganas,4,333.03,492.29,32.35,75.0,True,False,False
Oilseeds,West Bengal,Bankura,4,255.48,252.17,-1.31,25.0,False,True,False
Oilseeds,West Bengal,Birbhum,4,300.37,288.23,-4.21,25.0,False,True,False
Oilseeds,West Bengal,Burdwan,4,355.26,329.03,-7.97,25.0,False,True,False
Oilseeds,West Bengal,Cooch Behar,4,146.77,210.65,30.33,25.0,False,True,False
Oilseeds,West Bengal,Darjeeling,4,179.11,176.33,-1.58,25.0,False,True,False
Oilseeds,West Bengal,Hooghly,4,316.82,380.49,16.73,25.0,False,True,False
Oilseeds,West Bengal,Howrah,4,768.45,706.24,-8.81,25.0,False,True,True
Oilseeds,West Bengal,Jalpaiguri,4,321.39,363.32,11.54,50.0,False,False,False
Oilseeds,West Bengal,Malda,4,338.08,375.64,10.0,50.0,False,False,False
