crop,state,district,min_year,max_year,total_observations
Cotton,Uttarakhand,Chamoli,2010,2017,8
Cotton,Uttarakhand,Dehradun,2010,2017,8
Cotton,Uttarakhand,Garhwal,2010,2017,8
Cotton,Uttarakhand,Nainital,2010,2017,8
Cotton,Uttarakhand,Pithorgarh,2010,2017,8
Cotton,Uttarakhand,Tehri Garhwal,2010,2017,8
Cotton,Uttarakhand,Uttar Kashi,2010,2017,8
Cotton,West Bengal,24 Parganas,2010,2017,8
Cotton,West Bengal,Bankura,2010,2017,8
Cotton,West Bengal,Birbhum,2010,2017,8
Cotton,West Bengal,Burdwan,2010,2017,8
Cotton,West Bengal,Cooch Behar,2010,2017,8
Cotton,West Bengal,Darjeeling,2010,2017,8
Cotton,West Bengal,Hooghly,2010,2017,8
Cotton,West Bengal,Howrah,2010,2017,8
Cotton,West Bengal,Jalpaiguri,2010,2017,8
Cotton,West Bengal,Malda,2010,2017,8
Cotton,West Bengal,Midnapur,2010,2017,8
Cotton,West Bengal,Murshidabad,2010,2017,8
Cotton,West Bengal,Nadia,2010,2017,8
Cotton,West Bengal,Purulia,2010,2017,8
Cotton,West Bengal,West Dinajpur,2010,2017,8
Finger Millet,Andhra Pradesh,Ananthapur,2010,2017,8
Finger Millet,Andhra Pradesh,Chittoor,2010,2017,8
Finger Millet,Andhra Pradesh,East Godavari,2010,2017,8
Finger Millet,Andhra Pradesh,Guntur,2010,2017,8
Finger Millet,Andhra Pradesh,Kadapa Ysr,2010,2017,8
Finger Millet,Andhra Pradesh,Krishna,2010,2017,8
Finger Millet,Andhra Pradesh,Kurnool,2010,2017,8
Finger Millet,Andhra Pradesh,S.P.S. Nellore,2010,2017,8
Finger Millet,Andhra Pradesh,Srikakulam,2010,2017,8
Finger Millet,Andhra Pradesh,Visakhapatnam,2010,2017,8
Finger Millet,Andhra Pradesh,West Godavari,2010,2017,8
Finger Millet,Assam,Cachar,2010,2017,8
Finger Millet,Assam,Darrang,2010,2017,8
Finger Millet,Assam,Dibrugarh,2010,2017,8
Finger Millet,Assam,Goalpara,2010,2017,8
Finger Millet,Assam,Kamrup,2010,2017,8
Finger Millet,Assam,Karbi Anglong,2010,2017,8
Finger Millet,Assam,Lakhimpur,2010,2017,8
Finger Millet,Assam,Nagaon,2010,2017,8
Finger Millet,Assam,North Cachar Hil / Dima Hasao,2010,2017,8
Finger Millet,Assam,Sibsagar,2010,2017,8
Finger Millet,Bihar,Bhagalpur,2010,2017,8
Finger Millet,Bihar,Champaran,2010,2017,8
Finger Millet,Bihar,Darbhanga,2010,2017,8
Finger Millet,Bihar,Gaya,2010,2017,8
Finger Millet,Bihar,Mungair,2010,2017,8
Finger Millet,Bihar,Muzaffarpur,2010,2017,8
Finger Millet,Bihar,Patna,2010,2017,8
Finger Millet,Bihar,Purnea,2010,2017,8
Finger Millet,Bihar,Saharsa,2010,2017,8
Finger Millet,Bihar,Saran,2010,2017,8
Finger Millet,Bihar,Shahabad (Now Part Of Bhojpur District),2010,2017,8
Finger Millet,Chhattisgarh,Bastar,2010,2017,8
Finger Millet,Chhattisgarh,Bilaspur,2010,2017,8
Finger Millet,Chhattisgarh,Durg,2010,2017,8
Finger Millet,Chhattisgarh,Raigarh,2010,2017,8
Finger Millet,Chhattisgarh,Raipur,2010,2017,8
Finger Millet,Chhattisgarh,Surguja,2010,2017,8
Finger Millet,Gujarat,Ahmedabad,2010,2017,8
Finger Millet,Gujarat,Amreli,2010,2017,8
Finger Millet,Gujarat,Banaskantha,2010,2017,8
Finger Millet,Gujarat,Bharuch,2010,2017,8
Finger Millet,Gujarat,Bhavnagar,2010,2017,8
Finger Millet,Gujarat,Dangs,2010,2017,8
Finger Millet,Gujarat,Jamnagar,2010,2017,8
Finger Millet,Gujarat,Junagadh,2010,2017,8
Finger Millet,Gujarat,Kheda,2010,2017,8
Finger Millet,Gujarat,Kutch,2010,2017,8
Finger Millet,Gujarat,Mehsana,2010,2017,8
Finger Millet,Gujarat,Panchmahal,2010,2017,8
Finger Millet,Gujarat,Rajkot,2010,2017,8
Finger Millet,Gujarat,Sabarkantha,2010,2017,8
Finger Millet,Gujarat,Surat,2010,2017,8
Finger Millet,Gujarat,Surendranagar,2010,2017,8
Finger Millet,Gujarat,Vadodara / Baroda,2010,2017,8
Finger Millet,Gujarat,Valsad,2010,2017,8
Finger Millet,Haryana,Ambala,2010,2017,8
Finger Millet,Haryana,Gurgaon,2010,2017,8
Finger Millet,Haryana,Hissar,2010,2017,8
Finger Millet,Haryana,Jind,2010,2017,8
Finger Millet,Haryana,Karnal,2010,2017,8
Finger Millet,Haryana,Mahendragarh / Narnaul,2010,2017,8
Finger Millet,Haryana,Rohtak,2010,2017,8
Finger Millet,Himachal Pradesh,Bilashpur,2010,2017,8
Finger Millet,Himachal Pradesh,Chamba,2010,2017,8
Finger Millet,Himachal Pradesh,Kangra,2010,2017,8
Finger Millet,Himachal Pradesh,Kinnaur,2010,2017,8
Finger Millet,Himachal Pradesh,Kullu,2010,2017,8
Finger Millet,Himachal Pradesh,Lahul & Spiti,2010,2017,8
Finger Millet,Himachal Pradesh,Mandi,2010,2017,8
Finger Millet,Himachal Pradesh,Shimla,2010,2017,8
Finger Millet,Himachal Pradesh,Sirmaur,2010,2017,8
Finger Millet,Himachal Pradesh,Solan,2010,2017,8
Finger Millet,Jharkhand,Dhanbad,2010,2017,8
Finger Millet,Jharkhand,Hazaribagh,2010,2017,8
Finger Millet,Jharkhand,Palamau,2010,2017,8
Finger Millet,Jharkhand,Ranchi,2010,2017,8
Finger Millet,Jharkhand,Santhal Paragana / Dumka,2010,2017,8
Finger Millet,Jharkhand,Singhbhum,2010,2017,8
Finger Millet,Karnataka,Bangalore,2010,2017,8
Finger Millet,Karnataka,Belgaum,2010,2017,8
Finger Millet,Karnataka,Bellary,2010,2017,8
Finger Millet,Karnataka,Bidar,2010,2017,8
Finger Millet,Karnataka,Bijapur / Vijayapura,2010,2017,8
Finger Millet,Karnataka,Chickmagalur,2010,2017,8
Finger Millet,Karnataka,Chitradurga,2010,2017,8
Finger Millet,Karnataka,Dakshina Kannada,2010,2017,8
Finger Millet,Karnataka,Dharwad,2010,2017,8
Finger Millet,Karnataka,Gulbarga / Kalaburagi,2010,2017,8
Finger Millet,Karnataka,Hassan,2010,2017,8
Finger Millet,Karnataka,Kodagu / Coorg,2010,2017,8
Finger Millet,Karnataka,Kolar,2010,2017,8
Finger Millet,Karnataka,Mandya,2010,2017,8
Finger Millet,Karnataka,Mysore,2010,2017,8
Finger Millet,Karnataka,Raichur,2010,2017,8
Finger Millet,Karnataka,Shimoge,2010,2017,8
Finger Millet,Karnataka,Tumkur,2010,2017,8
Finger Millet,Karnataka,Uttara Kannada,2010,2017,8
Finger Millet,Kerala,Alappuzha,2010,2017,8
Finger Millet,Kerala,Eranakulam,2010,2017,8
Finger Millet,Kerala,Kannur,2010,2017,8
Finger Millet,Kerala,Kollam,2010,2017,8
Finger Millet,Kerala,Kottayam,2010,2017,8
Finger Millet,Kerala,Kozhikode,2010,2017,8
Finger Millet,Kerala,Malappuram,2010,2017,8
Finger Millet,Kerala,Palakkad,2010,2017,8
Finger Millet,Kerala,Thiruvananthapuram,2010,2017,8
Finger Millet,Kerala,Thrissur,2010,2017,8
Finger Millet,Madhya Pradesh,Balaghat,2010,2017,8
Finger Millet,Madhya Pradesh,Betul,2010,2017,8
Finger Millet,Madhya Pradesh,Bhind,2010,2017,8
Finger Millet,Madhya Pradesh,Chhatarpur,2010,2017,8
Finger Millet,Madhya Pradesh,Chhindwara,2010,2017,8
Finger Millet,Madhya Pradesh,Damoh,2010,2017,8
Finger Millet,Madhya Pradesh,Datia,2010,2017,8
Finger Millet,Madhya Pradesh,Dewas,2010,2017,8
Finger Millet,Madhya Pradesh,Dhar,2010,2017,8
Finger Millet,Madhya Pradesh,Guna,2010,2017,8
Finger Millet,Madhya Pradesh,Gwalior,2010,2017,8
Finger Millet,Madhya Pradesh,Hoshangabad,2010,2017,8
Finger Millet,Madhya Pradesh,Indore,2010,2017,8
Finger Millet,Madhya Pradesh,Jabalpur,2010,2017,8
Finger Millet,Madhya Pradesh,Jhabua,2010,2017,8
Finger Millet,Madhya Pradesh,Khandwa / East Nimar,2010,2017,8
Finger Millet,Madhya Pradesh,Khargone / West Nimar,2010,2017,8
Finger Millet,Madhya Pradesh,Mandla,2010,2017,8
Finger Millet,Madhya Pradesh,Mandsaur,2010,2017,8
Finger Millet,Madhya Pradesh,Morena,2010,2017,8
Finger Millet,Madhya Pradesh,Narsinghpur,2010,2017,8
Finger Millet,Madhya Pradesh,Panna,2010,2017,8
Finger Millet,Madhya Pradesh,Raisen,2010,2017,8
Finger Millet,Madhya Pradesh,Rajgarh,2010,2017,8
Finger Millet,Madhya Pradesh,Ratlam,2010,2017,8
Finger Millet,Madhya Pradesh,Rewa,2010,2016,7
Finger Millet,Madhya Pradesh,Sagar,2010,2017,8
Finger Millet,Madhya Pradesh,Satna,2010,2017,8
Finger Millet,Madhya Pradesh,Sehore,2010,2017,8
Finger Millet,Madhya Pradesh,Seoni / Shivani,2010,2017,8
Finger Millet,Madhya Pradesh,Shahdol,2010,2017,8
Finger Millet,Madhya Pradesh,Shajapur,2010,2017,8
Finger Millet,Madhya Pradesh,Shivpuri,2010,2017,8
Finger Millet,Madhya Pradesh,Sidhi,2010,2017,8
Finger Millet,Madhya Pradesh,Tikamgarh,2010,2017,8
Finger Millet,Madhya Pradesh,Ujjain,2010,2017,8
Finger Millet,Madhya Pradesh,Vidisha,2010,2017,8
Finger Millet,Maharashtra,Ahmednagar,2010,2017,8
Finger Millet,Maharashtra,Akola,2010,2017,8
Finger Millet,Maharashtra,Amarawati,2010,2017,8
Finger Millet,Maharashtra,Aurangabad,2010,2017,8
Finger Millet,Maharashtra,Beed,2010,2017,8
Finger Millet,Maharashtra,Bhandara,2010,2017,8
Finger Millet,Maharashtra,Bombay,2010,2016,4
Finger Millet,Maharashtra,Buldhana,2010,2017,8
Finger Millet,Maharashtra,Chandrapur,2010,2017,8
Finger Millet,Maharashtra,Dhule,2010,2017,8
Finger Millet,Maharashtra,Jalgaon,2010,2017,8
Finger Millet,Maharashtra,Kolhapur,2010,2017,8
Finger Millet,Maharashtra,Nagpur,2010,2017,8
Finger Millet,Maharashtra,Nanded,2010,2017,8
Finger Millet,Maharashtra,Nasik,2010,2017,8
Finger Millet,Maharashtra,Osmanabad,2010,2017,8
Finger Millet,Maharashtra,Parbhani,2010,2017,8
Finger Millet,Maharashtra,Pune,2010,2017,8
Finger Millet,Maharashtra,Raigad,2010,2017,8
Finger Millet,Maharashtra,Ratnagiri,2010,2017,8
Finger Millet,Maharashtra,Sangli,2010,2017,8
Finger Millet,Maharashtra,Satara,2010,2017,8
Finger Millet,Maharashtra,Solapur,2010,2017,8
Finger Millet,Maharashtra,Thane,2010,2017,8
Finger Millet,Maharashtra,Wardha,2010,2017,8
Finger Millet,Maharashtra,Yeotmal,2010,2017,8
Finger Millet,Orissa,Balasore,2010,2017,8
Finger Millet,Orissa,Bolangir,2010,2017,8
Finger Millet,Orissa,Cuttack,2010,2017,8
Finger Millet,Orissa,Dhenkanal,2010,2017,8
Finger Millet,Orissa,Ganjam,2010,2017,8
Finger Millet,Orissa,Kalahandi,2010,2017,8
Finger Millet,Orissa,Keonjhar,2010,2017,8
Finger Millet,Orissa,Koraput,2010,2017,8
Finger Millet,Orissa,Mayurbhanja,2010,2017,8
Finger Millet,Orissa,Phulbani ( Kandhamal ),2010,2017,8
Finger Millet,Orissa,Puri,2010,2017,8
Finger Millet,Orissa,Sambalpur,2010,2017,8
Finger Millet,Orissa,Sundargarh,2010,2017,8
Finger Millet,Punjab,Amritsar,2010,2017,8
Finger Millet,Punjab,Bhatinda,2010,2017,8
Finger Millet,Punjab,Ferozpur,2010,2017,8
Finger Millet,Punjab,Gurdaspur,2010,2017,8
Finger Millet,Punjab,Hoshiarpur,2010,2017,8
Finger Millet,Punjab,Jalandhar,2010,2017,8
Finger Millet,Punjab,Kapurthala,2010,2017,8
Finger Millet,Punjab,Ludhiana,2010,2017,8
Finger Millet,Punjab,Patiala,2010,2017,8
Finger Millet,Punjab,Roopnagar / Ropar,2010,2017,8
Finger Millet,Punjab,Sangrur,2010,2016,7
Finger Millet,Rajasthan,Ajmer,2010,2017,8
Finger Millet,Rajasthan,Alwar,2010,2017,8
Finger Millet,Rajasthan,Banswara,2010,2017,8
Finger Millet,Rajasthan,Barmer,2010,2017,8
Finger Millet,Rajasthan,Bharatpur,2010,2017,8
Finger Millet,Rajasthan,Bhilwara,2010,2017,8
Finger Millet,Rajasthan,Bikaner,2010,2017,8
Finger Millet,Rajasthan,Bundi,2010,2017,8
Finger Millet,Rajasthan,Chittorgarh,2010,2017,8
Finger Millet,Rajasthan,Churu,2010,2017,8
Finger Millet,Rajasthan,Dungarpur,2010,2017,8
Finger Millet,Rajasthan,Ganganagar,2010,2017,8
Finger Millet,Rajasthan,Jaipur,2010,2017,8
Finger Millet,Rajasthan,Jaisalmer,2010,2017,8
Finger Millet,Rajasthan,Jalore,2010,2017,8
Finger Millet,Rajasthan,Jhalawar,2010,2017,8
Finger Millet,Rajasthan,Jhunjhunu,2010,2017,8
Finger Millet,Rajasthan,Jodhpur,2010,2017,8
Finger Millet,Rajasthan,Kota,2010,2017,8
Finger Millet,Rajasthan,Nagaur,2010,2017,8
Finger Millet,Rajasthan,Pali,2010,2017,8
Finger Millet,Rajasthan,Sikar,2010,2017,8
Finger Millet,Rajasthan,Sirohi,2010,2017,8
Finger Millet,Rajasthan,Swami Madhopur,2010,2017,8
Finger Millet,Rajasthan,Tonk,2010,2017,8
Finger Millet,Rajasthan,Udaipur,2010,2017,8
Finger Millet,Tamil Nadu,Chengalpattu Mgr / Kanchipuram,2010,2017,8
Finger Millet,Tamil Nadu,Coimbatore,2010,2017,8
Finger Millet,Tamil Nadu,Kanyakumari,2010,2017,5
Finger Millet,Tamil Nadu,Madurai,2010,2017,7
Finger Millet,Tamil Nadu,North Arcot / Vellore,2010,2017,7
Finger Millet,Tamil Nadu,Ramananthapuram,2010,2017,8
Finger Millet,Tamil Nadu,Salem,2010,2016,5
Finger Millet,Tamil Nadu,South Arcot / Cuddalore,2010,2017,8
Finger Millet,Tamil Nadu,Thanjavur,2010,2017,8
Finger Millet,Tamil Nadu,The Nilgiris,2010,2017,7
Finger Millet,Tamil Nadu,Thirunelveli,2010,2017,6
Finger Millet,Tamil Nadu,Tiruchirapalli / Trichy,2010,2017,6
Finger Millet,Telangana,Adilabad,2010,2017,8
Finger Millet,Telangana,Hyderabad,2010,2017,8
Finger Millet,Telangana,Karimnagar,2010,2017,8
Finger Millet,Telangana,Khammam,2010,2017,8
Finger Millet,Telangana,Mahabubnagar,2010,2017,8
Finger Millet,Telangana,Medak,2010,2017,8
Finger Millet,Telangana,Nalgonda,2010,2017,8
Finger Millet,Telangana,Nizamabad,2010,2017,8
Finger Millet,Telangana,Warangal,2010,2017,8
Finger Millet,Uttar Pradesh,Agra,2010,2017,8
Finger Millet,Uttar Pradesh,Aligarh,2010,2017,8
Finger Millet,Uttar Pradesh,Allahabad,2010,2017,8
Finger Millet,Uttar Pradesh,Azamgarh,2010,2017,8
Finger Millet,Uttar Pradesh,Bahraich,2010,2017,8
Finger Millet,Uttar Pradesh,Ballia,2010,2017,8
Finger Millet,Uttar Pradesh,Banda,2010,2017,8
Finger Millet,Uttar Pradesh,Barabanki,2010,2017,8
Finger Millet,Uttar Pradesh,Bareilly,2010,2017,8
Finger Millet,Uttar Pradesh,Basti,2010,2017,8
Finger Millet,Uttar Pradesh,Bijnor,2010,2017,8
Finger Millet,Uttar Pradesh,Budaun,2010,2017,8
Finger Millet,Uttar Pradesh,Buland Shahar,2010,2017,8
Finger Millet,Uttar Pradesh,Deoria,2010,2017,8
Finger Millet,Uttar Pradesh,Etah,2010,2017,8
Finger Millet,Uttar Pradesh,Etawah,2010,2017,8
Finger Millet,Uttar Pradesh,Faizabad,2010,2017,8
Finger Millet,Uttar Pradesh,Farrukhabad,2010,2017,8
Finger Millet,Uttar Pradesh,Fatehpur,2010,2017,8
Finger Millet,Uttar Pradesh,Ghazipur,2010,2017,8
Finger Millet,Uttar Pradesh,Gonda,2010,2017,8
Finger Millet,Uttar Pradesh,Gorakhpur,2010,2017,8
Finger Millet,Uttar Pradesh,Hamirpur,2010,2017,8
Finger Millet,Uttar Pradesh,Hardoi,2010,2017,8
Finger Millet,Uttar Pradesh,Jalaun,2010,2017,8
Finger Millet,Uttar Pradesh,Jaunpur,2010,2017,8
Finger Millet,Uttar Pradesh,Jhansi,2010,2017,8
Finger Millet,Uttar Pradesh,Kanpur,2010,2017,8
Finger Millet,Uttar Pradesh,Kheri,2010,2017,8
Finger Millet,Uttar Pradesh,Lucknow,2010,2017,8
Finger Millet,Uttar Pradesh,Mainpuri,2010,2017,8
Finger Millet,Uttar Pradesh,Mathura,2010,2017,8
Finger Millet,Uttar Pradesh,Meerut,2010,2017,8
Finger Millet,Uttar Pradesh,Mirzpur,2010,2017,8
Finger Millet,Uttar Pradesh,Moradabad,2010,2017,8
Finger Millet,Uttar Pradesh,Muzaffarnagar,2010,2017,8
Finger Millet,Uttar Pradesh,Pilibhit,2010,2017,8
Finger Millet,Uttar Pradesh,Pratapgarh,2010,2017,8
Finger Millet,Uttar Pradesh,Rae-Bareily,2010,2017,8
Finger Millet,Uttar Pradesh,Rampur,2010,2017,8
Finger Millet,Uttar Pradesh,Saharanpur,2010,2017,8
Finger Millet,Uttar Pradesh,Shahjahanpur,2010,2017,8
Finger Millet,Uttar Pradesh,Sitapur,2010,2017,8
Finger Millet,Uttar Pradesh,Sultanpur,2010,2017,8
Finger Millet,Uttar Pradesh,Unnao,2010,2017,8
Finger Millet,Uttar Pradesh,Varanasi,2010,2017,8
Finger Millet,Uttarakhand,Almorah,2010,2017,8
Finger Millet,Uttarakhand,Chamoli,2010,2017,8
Finger Millet,Uttarakhand,Dehradun,2010,2017,8
Finger Millet,Uttarakhand,Garhwal,2010,2017,8
Finger Millet,Uttarakhand,Nainital,2010,2017,8
Finger Millet,Uttarakhand,Pithorgarh,2010,2017,8
Finger Millet,Uttarakhand,Tehri Garhwal,2010,2017,8
Finger Millet,Uttarakhand,Uttar Kashi,2010,2017,8
Finger Millet,West Bengal,24 Parganas,2010,2017,8
Finger Millet,West Bengal,Bankura,2010,2017,8
Finger Millet,West Bengal,Birbhum,2010,2017,8
Finger Millet,West Bengal,Burdwan,2010,2017,8
Finger Millet,West Bengal,Cooch Behar,2010,2017,8
Finger Millet,West Bengal,Darjeeling,2010,2017,8
Finger Millet,West Bengal,Hooghly,2010,2017,8
Finger Millet,West Bengal,Howrah,2010,2017,8
Finger Millet,West Bengal,Jalpaiguri,2010,2017,8
Finger Millet,West Bengal,Malda,2010,2017,8
Finger Millet,West Bengal,Midnapur,2010,2017,8
Finger Millet,West Bengal,Murshidabad,2010,2017,8
Finger Millet,West Bengal,Nadia,2010,2017,8
Finger Millet,West Bengal,Purulia,2010,2017,8
Finger Millet,West Bengal,West Dinajpur,2010,2017,8
Fodder,Andhra Pradesh,Ananthapur,2010,2017,8
Fodder,Andhra Pradesh,Chittoor,2010,2017,8
Fodder,Andhra Pradesh,East Godavari,2010,2017,8
Fodder,Andhra Pradesh,Guntur,2010,2017,8
Fodder,Andhra Pradesh,Kadapa Ysr,2010,2017,8
Fodder,Andhra Pradesh,Krishna,2010,2017,8
Fodder,Andhra Pradesh,Kurnool,2010,2017,8
Fodder,Andhra Pradesh,S.P.S. Nellore,2010,2017,8
Fodder,Andhra Pradesh,Srikakulam,2010,2017,8
Fodder,Andhra Pradesh,Visakhapatnam,2010,2017,8
Fodder,Andhra Pradesh,West Godavari,2010,2017,8
Fodder,Assam,Cachar,2010,2017,8
Fodder,Assam,Darrang,2010,2017,8
Fodder,Assam,Dibrugarh,2010,2017,8
Fodder,Assam,Goalpara,2010,2017,8
Fodder,Assam,Kamrup,2010,2017,8
Fodder,Assam,Karbi Anglong,2010,2017,8
Fodder,Assam,Lakhimpur,2010,2017,8
Fodder,Assam,Nagaon,2010,2017,8
Fodder,Assam,North Cachar Hil / Dima Hasao,2010,2017,8
Fodder,Assam,Sibsagar,2010,2017,8
Fodder,Bihar,Bhagalpur,2010,2017,8
Fodder,Bihar,Champaran,2010,2017,8
Fodder,Bihar,Darbhanga,2010,2017,8
Fodder,Bihar,Gaya,2010,2017,8
Fodder,Bihar,Mungair,2010,2017,8
Fodder,Bihar,Muzaffarpur,2010,2017,8
Fodder,Bihar,Patna,2010,2017,8
Fodder,Bihar,Purnea,2010,2017,8
Fodder,Bihar,Saharsa,2010,2017,8
Fodder,Bihar,Saran,2010,2017,8
Fodder,Bihar,Shahabad (Now Part Of Bhojpur District),2010,2017,8
Fodder,Chhattisgarh,Bastar,2010,2017,8
Fodder,Chhattisgarh,Bilaspur,2010,2017,8
Fodder,Chhattisgarh,Durg,2010,2017,8
Fodder,Chhattisgarh,Raigarh,2010,2017,8
Fodder,Chhattisgarh,Raipur,2010,2017,8
Fodder,Chhattisgarh,Surguja,2010,2017,8
Fodder,Gujarat,Ahmedabad,2010,2017,8
Fodder,Gujarat,Amreli,2010,2017,8
Fodder,Gujarat,Banaskantha,2010,2017,8
Fodder,Gujarat,Bharuch,2010,2017,8
Fodder,Gujarat,Bhavnagar,2010,2017,8
Fodder,Gujarat,Dangs,2010,2017,8
Fodder,Gujarat,Jamnagar,2010,2017,8
Fodder,Gujarat,Junagadh,2010,2017,8
Fodder,Gujarat,Kheda,2010,2017,8
Fodder,Gujarat,Kutch,2010,2017,8
Fodder,Gujarat,Mehsana,2010,2017,8
Fodder,Gujarat,Panchmahal,2010,2017,8
Fodder,Gujarat,Rajkot,2010,2017,8
Fodder,Gujarat,Sabarkantha,2010,2017,8
Fodder,Gujarat,Surat,2010,2017,8
Fodder,Gujarat,Surendranagar,2010,2017,8
Fodder,Gujarat,Vadodara / Baroda,2010,2017,8
Fodder,Gujarat,Valsad,2010,2017,8
Fodder,Haryana,Ambala,2010,2017,8
Fodder,Haryana,Gurgaon,2010,2017,8
Fodder,Haryana,Hissar,2010,2017,8
Fodder,Haryana,Jind,2010,2017,8
Fodder,Haryana,Karnal,2010,2017,8
Fodder,Haryana,Mahendragarh / Narnaul,2010,2017,8
Fodder,Haryana,Rohtak,2010,2017,8
Fodder,Himachal Pradesh,Bilashpur,2010,2017,8
Fodder,Himachal Pradesh,Chamba,2010,2017,8
Fodder,Himachal Pradesh,Kangra,2010,2017,8
Fodder,Himachal Pradesh,Kinnaur,2010,2017,8
Fodder,Himachal Pradesh,Kullu,2010,2017,8
Fodder,Himachal Pradesh,Lahul & Spiti,2010,2017,8
Fodder,Himachal Pradesh,Mandi,2010,2017,8
Fodder,Himachal Pradesh,Shimla,2010,2017,8
Fodder,Himachal Pradesh,Sirmaur,2010,2017,8
Fodder,Himachal Pradesh,Solan,2010,2017,8
Fodder,Jharkhand,Dhanbad,2010,2017,8
Fodder,Jharkhand,Hazaribagh,2010,2017,8
Fodder,Jharkhand,Palamau,2010,2017,8
Fodder,Jharkhand,Ranchi,2010,2017,8
Fodder,Jharkhand,Santhal Paragana / Dumka,2010,2017,8
Fodder,Jharkhand,Singhbhum,2010,2017,8
Fodder,Karnataka,Bangalore,2010,2017,8
Fodder,Karnataka,Belgaum,2010,2017,8
Fodder,Karnataka,Bellary,2010,2017,8
Fodder,Karnataka,Bidar,2010,2017,8
Fodder,Karnataka,Bijapur / Vijayapura,2010,2017,8
Fodder,Karnataka,Chickmagalur,2010,2017,8
Fodder,Karnataka,Chitradurga,2010,2017,8
Fodder,Karnataka,Dakshina Kannada,2010,2017,8
Fodder,Karnataka,Dharwad,2010,2017,8
Fodder,Karnataka,Gulbarga / Kalaburagi,2010,2017,8
Fodder,Karnataka,Hassan,2010,2017,8
Fodder,Karnataka,Kodagu / Coorg,2010,2017,8
Fodder,Karnataka,Kolar,2010,2017,8
Fodder,Karnataka,Mandya,2010,2017,8
Fodder,Karnataka,Mysore,2010,2017,8
Fodder,Karnataka,Raichur,2010,2017,8
Fodder,Karnataka,Shimoge,2010,2017,8
Fodder,Karnataka,Tumkur,2010,2017,8
Fodder,Karnataka,Uttara Kannada,2010,2017,8
Fodder,Kerala,Alappuzha,2010,2017,8
Fodder,Kerala,Eranakulam,2010,2017,8
Fodder,Kerala,Kannur,2010,2017,8
Fodder,Kerala,Kollam,2010,2017,8
Fodder,Kerala,Kottayam,2010,2017,8
Fodder,Kerala,Kozhikode,2010,2017,8
Fodder,Kerala,Malappuram,2010,2017,8
Fodder,Kerala,Palakkad,2010,2017,8
Fodder,Kerala,Thiruvananthapuram,2010,2017,8
Fodder,Kerala,Thrissur,2010,2017,8
Fodder,Madhya Pradesh,Balaghat,2010,2017,8
Fodder,Madhya Pradesh,Betul,2010,2017,8
Fodder,Madhya Pradesh,Bhind,2010,2017,8
Fodder,Madhya Pradesh,Chhatarpur,2010,2017,8
Fodder,Madhya Pradesh,Chhindwara,2010,2017,8
Fodder,Madhya Pradesh,Damoh,2010,2017,8
Fodder,Madhya Pradesh,Datia,2010,2017,8
Fodder,Madhya Pradesh,Dewas,2010,2017,8
Fodder,Madhya Pradesh,Dhar,2010,2017,8
Fodder,Madhya Pradesh,Guna,2010,2017,8
Fodder,Madhya Pradesh,Gwalior,2010,2017,8
Fodder,Madhya Pradesh,Hoshangabad,2010,2017,8
Fodder,Madhya Pradesh,Indore,2010,2017,8
Fodder,Madhya Pradesh,Jabalpur,2010,2017,8
Fodder,Madhya Pradesh,Jhabua,2010,2017,8
Fodder,Madhya Pradesh,Khandwa / East Nimar,2010,2017,8
Fodder,Madhya Pradesh,Khargone / West Nimar,2010,2017,8
Fodder,Madhya Pradesh,Mandla,2010,2017,8
Fodder,Madhya Pradesh,Mandsaur,2010,2017,8
Fodder,Madhya Pradesh,Morena,2010,2017,8
Fodder,Madhya Pradesh,Narsinghpur,2010,2017,8
Fodder,Madhya Pradesh,Panna,2010,2017,8
Fodder,Madhya Pradesh,Raisen,2010,2017,8
Fodder,Madhya Pradesh,Rajgarh,2010,2017,8
Fodder,Madhya Pradesh,Ratlam,2010,2017,8
Fodder,Madhya Pradesh,Rewa,2010,2016,7
Fodder,Madhya Pradesh,Sagar,2010,2017,8
Fodder,Madhya Pradesh,Satna,2010,2017,8
Fodder,Madhya Pradesh,Sehore,2010,2017,8
Fodder,Madhya Pradesh,Seoni / Shivani,2010,2017,8
Fodder,Madhya Pradesh,Shahdol,2010,2017,8
Fodder,Madhya Pradesh,Shajapur,2010,2017,8
Fodder,Madhya Pradesh,Shivpuri,2010,2017,8
Fodder,Madhya Pradesh,Sidhi,2010,2017,8
Fodder,Madhya Pradesh,Tikamgarh,2010,2017,8
Fodder,Madhya Pradesh,Ujjain,2010,2017,8
Fodder,Madhya Pradesh,Vidisha,2010,2017,8
Fodder,Maharashtra,Ahmednagar,2010,2017,8
Fodder,Maharashtra,Akola,2010,2017,8
Fodder,Maharashtra,Amarawati,2010,2017,8
Fodder,Maharashtra,Aurangabad,2010,2017,8
Fodder,Maharashtra,Beed,2010,2017,8
Fodder,Maharashtra,Bhandara,2010,2017,8
Fodder,Maharashtra,Bombay,2010,2016,4
Fodder,Maharashtra,Buldhana,2010,2017,8
Fodder,Maharashtra,Chandrapur,2010,2017,8
Fodder,Maharashtra,Dhule,2010,2017,8
Fodder,Maharashtra,Jalgaon,2010,2017,8
Fodder,Maharashtra,Kolhapur,2010,2017,8
Fodder,Maharashtra,Nagpur,2010,2017,8
Fodder,Maharashtra,Nanded,2010,2017,8
Fodder,Maharashtra,Nasik,2010,2017,8
Fodder,Maharashtra,Osmanabad,2010,2017,8
