record_id,source,dataset_version,country,state_raw,state,district_raw,district,year,season_raw,season,crop_raw,crop,area_ha,production_tonnes,yield_kg_ha
ICR_76_2010_MAI_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,MAIZE,Maize,164020.0,508490.0,3100.17
ICR_76_2010_FIN_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,FINGER MILLET,Finger Millet,0.0,0.0,0.0
ICR_76_2010_BAR_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,BARLEY,Barley,0.0,0.0,0.0
ICR_76_2010_CHI_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,CHICKPEA,Chickpea,234220.0,153950.0,657.29
ICR_76_2010_PIG_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,PIGEONPEA,Pigeonpea,200920.0,113510.0,564.95
ICR_76_2010_MIN_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,MINOR PULSES,Minor Pulses,91080.0,19540.0,214.54
ICR_76_2010_GRO_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,GROUNDNUT,Groundnut,91730.0,72540.0,790.8
ICR_76_2010_SES_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,SESAMUM,Sesamum,3090.0,2320.0,750.81
ICR_76_2010_RAP_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,RAPESEED AND MUSTARD,Rapeseed and Mustard,10.0,10.0,1000.0
ICR_76_2010_SAF_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,SAFFLOWER,Safflower,8580.0,4400.0,512.82
ICR_76_2010_CAS_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,CASTOR,Castor,0.0,0.0,0.0
ICR_76_2010_LIN_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,LINSEED,Linseed,5650.0,1840.0,325.66
ICR_76_2010_SUN_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,SUNFLOWER,Sunflower,95040.0,53720.0,565.24
ICR_76_2010_SOY_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,SOYABEAN,Soyabean,3700.0,3030.0,818.92
ICR_76_2010_OIL_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,OILSEEDS,Oilseeds,207000.0,123800.0,598.07
ICR_76_2010_SUG_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,SUGARCANE,Sugarcane,121310.0,1116770.0,9205.92
ICR_76_2010_COT_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,COTTON,Cotton,12910.0,5520.0,427.58
ICR_76_2010_FRU_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,FRUITS,Fruits,23880.0,,
ICR_76_2010_VEG_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,VEGETABLES,Vegetables,40990.0,,
ICR_76_2010_FRU_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,FRUITS AND VEGETABLES,Fruits and Vegetables,64870.00000000001,,
ICR_76_2010_POT_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,POTATOES,Potatoes,0.0,,
ICR_76_2010_ONI_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,ONION,Onion,35480.0,,
ICR_76_2010_FOD_599,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2010,Annual,Annual,FODDER,Fodder,560.0,,
ICR_76_2011_RIC_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,RICE,Rice,180.0,470.0,2611.11
ICR_76_2011_WHE_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,WHEAT,Wheat,71630.0,56530.0,789.19
ICR_76_2011_KHA_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Kharif,Kharif,KHARIF SORGHUM,Kharif Sorghum,6440.0,13340.0,2071.43
ICR_76_2011_RAB_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Rabi,Rabi,RABI SORGHUM,Rabi Sorghum,272250.0,258149.99999999997,948.21
ICR_76_2011_SOR_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SORGHUM,Sorghum,278690.0,271500.0,974.2
ICR_76_2011_PEA_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,PEARL MILLET,Pearl Millet,93270.0,94060.0,1008.47
ICR_76_2011_MAI_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,MAIZE,Maize,164190.0,524059.99999999994,3191.79
ICR_76_2011_FIN_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,FINGER MILLET,Finger Millet,0.0,0.0,0.0
ICR_76_2011_BAR_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,BARLEY,Barley,0.0,0.0,0.0
ICR_76_2011_CHI_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,CHICKPEA,Chickpea,194880.0,73980.0,379.62
ICR_76_2011_PIG_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,PIGEONPEA,Pigeonpea,109530.0,38200.0,348.76
ICR_76_2011_MIN_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,MINOR PULSES,Minor Pulses,66590.0,9690.0,145.52
ICR_76_2011_GRO_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,GROUNDNUT,Groundnut,68430.0,45040.0,658.19
ICR_76_2011_SES_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SESAMUM,Sesamum,3080.0,510.0,165.58
ICR_76_2011_RAP_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,RAPESEED AND MUSTARD,Rapeseed and Mustard,0.0,0.0,0.0
ICR_76_2011_SAF_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SAFFLOWER,Safflower,10480.0,3010.0,287.21
ICR_76_2011_CAS_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,CASTOR,Castor,30.0,20.0,666.67
ICR_76_2011_LIN_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,LINSEED,Linseed,5720.0,1150.0,201.05
ICR_76_2011_SUN_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SUNFLOWER,Sunflower,110510.0,54320.0,491.54
ICR_76_2011_SOY_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SOYABEAN,Soyabean,3030.0,2610.0,861.39
ICR_76_2011_OIL_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,OILSEEDS,Oilseeds,195830.0,94140.0,480.72
ICR_76_2011_SUG_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,SUGARCANE,Sugarcane,267140.0,2259730.0,8459.03
ICR_76_2011_COT_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,COTTON,Cotton,13700.0,4600.0,335.77
ICR_76_2011_FRU_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,FRUITS,Fruits,25530.0,,
ICR_76_2011_VEG_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,VEGETABLES,Vegetables,44480.0,,
ICR_76_2011_FRU_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,FRUITS AND VEGETABLES,Fruits and Vegetables,70010.0,,
ICR_76_2011_POT_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,POTATOES,Potatoes,0.0,,
ICR_76_2011_ONI_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,ONION,Onion,39550.0,,
ICR_76_2011_FOD_600,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2011,Annual,Annual,FODDER,Fodder,410.0,,
ICR_76_2012_RIC_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,RICE,Rice,150.0,380.0,2533.33
ICR_76_2012_WHE_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,WHEAT,Wheat,72990.0,63040.0,863.68
ICR_76_2012_KHA_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Kharif,Kharif,KHARIF SORGHUM,Kharif Sorghum,1710.0,3140.0,1836.26
ICR_76_2012_RAB_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Rabi,Rabi,RABI SORGHUM,Rabi Sorghum,350800.0,406830.0,1159.72
ICR_76_2012_SOR_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SORGHUM,Sorghum,352510.0,409970.0,1163.0
ICR_76_2012_PEA_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,PEARL MILLET,Pearl Millet,74530.0,70210.0,942.04
ICR_76_2012_MAI_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,MAIZE,Maize,140720.0,405940.0,2884.74
ICR_76_2012_FIN_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,FINGER MILLET,Finger Millet,0.0,0.0,0.0
ICR_76_2012_BAR_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,BARLEY,Barley,0.0,0.0,0.0
ICR_76_2012_CHI_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,CHICKPEA,Chickpea,255620.0,130820.0,511.78
ICR_76_2012_PIG_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,PIGEONPEA,Pigeonpea,87150.0,50900.0,584.05
ICR_76_2012_MIN_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,MINOR PULSES,Minor Pulses,10290.0,3040.0,295.43
ICR_76_2012_GRO_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,GROUNDNUT,Groundnut,67590.0,55290.0,818.02
ICR_76_2012_SES_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SESAMUM,Sesamum,290.0,40.0,137.93
ICR_76_2012_RAP_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,RAPESEED AND MUSTARD,Rapeseed and Mustard,0.0,0.0,0.0
ICR_76_2012_SAF_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SAFFLOWER,Safflower,5210.0,1940.0,372.36
ICR_76_2012_CAS_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,CASTOR,Castor,0.0,0.0,0.0
ICR_76_2012_LIN_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,LINSEED,Linseed,3870.0,570.0,147.29
ICR_76_2012_SUN_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SUNFLOWER,Sunflower,115270.0,54370.0,471.68
ICR_76_2012_SOY_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SOYABEAN,Soyabean,290.0,220.0,758.62
ICR_76_2012_OIL_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,OILSEEDS,Oilseeds,186750.0,96410.0,516.25
ICR_76_2012_SUG_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,SUGARCANE,Sugarcane,128740.00000000001,1075500.0,8354.05
ICR_76_2012_COT_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,COTTON,Cotton,13760.0,5340.0,388.08
ICR_76_2012_FRU_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,FRUITS,Fruits,24120.0,,
ICR_76_2012_VEG_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,VEGETABLES,Vegetables,31450.0,,
ICR_76_2012_FRU_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,FRUITS AND VEGETABLES,Fruits and Vegetables,55570.0,,
ICR_76_2012_POT_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,POTATOES,Potatoes,0.0,,
ICR_76_2012_ONI_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,ONION,Onion,27000.0,,
ICR_76_2012_FOD_601,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2012,Annual,Annual,FODDER,Fodder,450.0,,
ICR_76_2013_RIC_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,RICE,Rice,100.0,310.0,3100.0
ICR_76_2013_WHE_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,WHEAT,Wheat,75410.0,75890.0,1006.37
ICR_76_2013_KHA_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Kharif,Kharif,KHARIF SORGHUM,Kharif Sorghum,2710.0,4760.0,1756.46
ICR_76_2013_RAB_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Rabi,Rabi,RABI SORGHUM,Rabi Sorghum,279390.0,308520.0,1104.26
ICR_76_2013_SOR_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SORGHUM,Sorghum,282100.0,313280.0,1110.53
ICR_76_2013_PEA_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,PEARL MILLET,Pearl Millet,96350.0,99900.0,1036.84
ICR_76_2013_MAI_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,MAIZE,Maize,156530.0,551000.0,3520.09
ICR_76_2013_FIN_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,FINGER MILLET,Finger Millet,0.0,0.0,0.0
ICR_76_2013_BAR_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,BARLEY,Barley,0.0,0.0,0.0
ICR_76_2013_CHI_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,CHICKPEA,Chickpea,228660.0,152160.0,665.44
ICR_76_2013_PIG_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,PIGEONPEA,Pigeonpea,184700.0,172690.0,934.98
ICR_76_2013_MIN_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,MINOR PULSES,Minor Pulses,54650.0,26620.0,487.1
ICR_76_2013_GRO_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,GROUNDNUT,Groundnut,62580.0,53390.0,853.15
ICR_76_2013_SES_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SESAMUM,Sesamum,1390.0,440.0,316.55
ICR_76_2013_RAP_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,RAPESEED AND MUSTARD,Rapeseed and Mustard,0.0,0.0,0.0
ICR_76_2013_SAF_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SAFFLOWER,Safflower,4170.0,1230.0,294.96
ICR_76_2013_CAS_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,CASTOR,Castor,0.0,0.0,0.0
ICR_76_2013_LIN_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,LINSEED,Linseed,2840.0,600.0,211.27
ICR_76_2013_SUN_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SUNFLOWER,Sunflower,107600.0,58670.0,545.26
ICR_76_2013_SOY_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SOYABEAN,Soyabean,3010.0,3610.0,1199.34
ICR_76_2013_OIL_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,OILSEEDS,Oilseeds,177090.0,107300.0,605.91
ICR_76_2013_SUG_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,SUGARCANE,Sugarcane,131850.0,1245890.0,9449.3
ICR_76_2013_COT_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,COTTON,Cotton,11380.0,4910.0,431.46
ICR_76_2013_FRU_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,FRUITS,Fruits,25230.0,,
ICR_76_2013_VEG_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,VEGETABLES,Vegetables,34280.0,,
ICR_76_2013_FRU_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,FRUITS AND VEGETABLES,Fruits and Vegetables,59490.0,,
ICR_76_2013_POT_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,POTATOES,Potatoes,0.0,,
ICR_76_2013_ONI_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,ONION,Onion,29830.0,,
ICR_76_2013_FOD_602,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2013,Annual,Annual,FODDER,Fodder,180.0,,
ICR_76_2014_RIC_603,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2014,Annual,Annual,RICE,Rice,80.0,230.0,2875.0
ICR_76_2014_WHE_603,ICRISAT_DLD_1966_2017,AGRI_PANEL_1.0,India,Karnataka,Karnataka,Bijapur / Vijayapura,Bijapur / Vijayapura,2014,Annual,Annual,WHEAT,Wheat,76950.0,91280.0,1186.22
